Ano do Gasto;Elemento;Fonte de Recursos1;Programa1;Projeto / Atividade;Subfunção1;Table Names;Órgão1;Abr;Ago;Dez;Fev;Jan;Jul;Jun;Mai;Mar;Nov;Out;Set;Valor Empenhado
2020;33909200 - Despesas de Exercícios Anteriores;120 - Ressarcimento de Pessoal;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;0;20534;0;0;0;0;0;0;0;0;0;20534
2020;33903000 - Material de Consumo;122 - Adicional do ICMS - FECP;0444 - Prevenção e Resposta ao Risco e Recuperação d;8020 - Preparação para Emergências e Desastres;182 - Defesa Civil;Gastos_rj_2020.csv;16 - Secretaria de Estado de Defesa Civil e Corpo;0;0;0;0;0;0;0;0;0;0;0;0;2180
2020;31900400 - Contratação Por Tempo Determinado;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;16 - Secretaria de Estado de Defesa Civil e Corpo;0;411361;0;0;0;425982;429914;0;0;0;0;412955;1680214
2020;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;16 - Secretaria de Estado de Defesa Civil e Corpo;0;292614;-5353;0;0;303495;286581;0;0;0;-33031;294545;1138854
2020;31901200 - Vencimentos e Vantagens Fixas - Pessoal Milit;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;16 - Secretaria de Estado de Defesa Civil e Corpo;0;81038710;0;0;0;70893525;71815262;0;0;0;-82361;81201856;304866994
2020;31901300 - Obrigações Patronais;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;16 - Secretaria de Estado de Defesa Civil e Corpo;0;915;0;0;0;751;1036;0;0;0;0;839;3543
2020;31901600 - Outras Despesas Variáveis - Pessoal Civil;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;16 - Secretaria de Estado de Defesa Civil e Corpo;0;247551;0;0;0;248872;248000;0;0;0;-7061;249654;987017
2020;31901700 - Outras Despesas Variáveis - Pessoal Militar;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;16 - Secretaria de Estado de Defesa Civil e Corpo;0;18100119;0;0;0;18224481;18065323;0;0;0;0;0;54389925
2020;31909200 - Despesas de Exercícios Anteriores;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;16 - Secretaria de Estado de Defesa Civil e Corpo;0;25226;0;0;0;35959;498564;0;0;0;0;1758801;2318552
2020;31911300 - Obrigações Patronais;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;16 - Secretaria de Estado de Defesa Civil e Corpo;0;1737910;0;0;0;1748359;1731160;0;0;0;-1732260;1735610;5220781
2020;33900800 - Outros Benefícios Assistenciais do Servidor e;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;16 - Secretaria de Estado de Defesa Civil e Corpo;0;100354;0;0;0;150118;82987;0;0;0;8790;115539;457790
2020;33904900 - Auxílio Transporte;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;16 - Secretaria de Estado de Defesa Civil e Corpo;0;1005763;0;0;0;1030149;967646;0;0;0;0;995677;3999238
2020;33909200 - Despesas de Exercícios Anteriores;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;16 - Secretaria de Estado de Defesa Civil e Corpo;0;5648;0;0;0;329;1089;0;0;0;0;0;7067
2020;31900100 - Aposentadorias e Reformas;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;131103;0;0;0;135987;135033;0;0;0;33917;140967;577009
2020;31900300 - Pensões do RPPS e do Militar;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;2206265;0;0;0;2244526;2211247;0;0;0;2198199;2191743;11051983
2020;31900400 - Contratação Por Tempo Determinado;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;602516;0;0;0;631936;650379;0;0;0;429344;577462;2891638
2020;31900500 - Outros Benefícios Previdenciários do Servidor;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;6045;0;0;0;6241;2241;0;0;0;7256;6032;27816
2020;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;1171376;0;0;0;1192194;1253506;0;0;511;1427056;1321354;6366000
2020;31901200 - Vencimentos e Vantagens Fixas - Pessoal Milit;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;245603277;7575314;0;0;246815898;196000770;0;0;-7531680;-2978;231964564;920425167
2020;31901600 - Outras Despesas Variáveis - Pessoal Civil;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;984410;0;0;0;973259;1022309;0;0;0;966507;947030;4893517
2020;31901700 - Outras Despesas Variáveis - Pessoal Militar;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;16698565;0;0;0;0;67548594;0;0;0;3257203;9397118;96901482
2020;31909100 - Sentenças Judiciais;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;478;0;0;0;478;478;0;0;0;478;0;1913
2020;31909200 - Despesas de Exercícios Anteriores;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;568185;0;0;0;952855;2146785;0;0;0;0;0;3667827
2020;31900300 - Pensões do RPPS e do Militar;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;52 - Secretaria de Estado de Policia Civil;0;0;0;0;0;203701;46726;0;0;0;0;0;250428
2020;31900700 - Contribuição a Entidades Fechadas de Previdên;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;52 - Secretaria de Estado de Policia Civil;0;158568;0;0;0;157393;157025;0;0;0;0;157082;630069
2020;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;52 - Secretaria de Estado de Policia Civil;0;91748777;0;0;0;91281777;93867636;0;0;0;-48167;91908401;368758426
2020;31901300 - Obrigações Patronais;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;52 - Secretaria de Estado de Policia Civil;0;250632;0;0;0;198964;29489;0;0;0;0;-200513;278574
2020;31901600 - Outras Despesas Variáveis - Pessoal Civil;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;52 - Secretaria de Estado de Policia Civil;0;13547722;0;0;0;11226298;10864629;0;0;0;-10241;13387805;49016215
2020;31911300 - Obrigações Patronais;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;52 - Secretaria de Estado de Policia Civil;0;26712347;0;0;0;20686686;23753732;0;0;0;0;23534311;94687078
2020;33904600 - Auxílio Alimentação;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;52 - Secretaria de Estado de Policia Civil;0;2003587;0;0;0;2052979;1969842;0;0;0;0;2049959;8076369
2020;33904900 - Auxílio Transporte;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;52 - Secretaria de Estado de Policia Civil;0;701432;0;0;0;720019;689779;0;0;0;0;716115;2827347
2020;33900800 - Outros Benefícios Assistenciais do Servidor e;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;198767;0;0;0;206138;0;0;0;0;0;200642;605549
2020;33901900 - Auxílio-Fardamento;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;123503;-25000;0;0;236063;0;0;0;0;0;193205;527773
2020;33904600 - Auxílio Alimentação;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;2749256;0;0;0;2675809;0;0;0;0;-525;2845490;8270031
2020;33904900 - Auxílio Transporte;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;3799838;0;0;0;3798129;0;0;0;-496;0;3787243;11384715
2020;33909200 - Despesas de Exercícios Anteriores;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;17913;24999;0;0;50505;0;0;0;0;0;15514;108932
2020;33913000 - Material de Consumo;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;4666081;0;0;0;4666081;0;0;0;0;0;4666081;13998245
2020;33900800 - Outros Benefícios Assistenciais do Servidor e;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;52 - Secretaria de Estado de Policia Civil;0;3147;0;0;0;28325;0;0;0;0;0;0;31472
2020;31901300 - Obrigações Patronais;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;166114;0;0;0;0;0;0;0;0;0;166877;332992
2020;31911300 - Obrigações Patronais;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;5600103;0;0;0;0;0;0;0;0;0;706751;6306854
2020;31909100 - Sentenças Judiciais;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;52 - Secretaria de Estado de Policia Civil;0;8629;0;0;0;0;0;0;0;0;0;0;8629
2020;31900300 - Pensões do RPPS e do Militar;196 - Auxílio Financeiro da União para Mitigação do;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;16 - Secretaria de Estado de Defesa Civil e Corpo;0;0;0;0;0;0;0;0;0;0;-169659;169658;0
2020;31901700 - Outras Despesas Variáveis - Pessoal Militar;212 - Transferências Voluntárias;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;3377832;-1500000;5286915;4924319;4680134;27343753;5326610;5644728;7262829;1262558;-2269478;6499997;74340378
2020;33904600 - Auxílio Alimentação;212 - Transferências Voluntárias;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;474073;1551282;461812;424350;414337;546637;457672;475112;420862;-271649;955729;-23457;6467265
2020;33904900 - Auxílio Transporte;212 - Transferências Voluntárias;0002 - Gestão Administrativa;2660 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;273910;305292;266825;-182097;666671;315835;264433;274508;243165;374127;297843;300729;3736642
2020;31901700 - Outras Despesas Variáveis - Pessoal Militar;212 - Transferências Voluntárias;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;122 - Administração Geral;Gastos_rj_2020.csv;16 - Secretaria de Estado de Defesa Civil e Corpo;57300;0;64050;0;0;235050;0;58650;0;111000;119550;117300;820650
2020;44905200 - Equipamentos e Material Permanente;212 - Transferências Voluntárias;0002 - Gestão Administrativa;8055 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;0;0;0;0;0;0;0;2622280;0;0;0;2622280
2020;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;212 - Transferências Voluntárias;0477 - Gestão do Sistema Prisional e Ressocialização;8232 -;421 - Custódia e Reintegração Social;Gastos_rj_2020.csv;25 - Secretaria de Estado de Administração Peniten;0;0;-34080;0;0;0;6910;0;27169;0;0;0;0
2020;33909300 - Indenizações e Restituições;212 - Transferências Voluntárias;0477 - Gestão do Sistema Prisional e Ressocialização;8232 -;421 - Custódia e Reintegração Social;Gastos_rj_2020.csv;25 - Secretaria de Estado de Administração Peniten;0;0;0;0;0;0;157438;0;0;0;0;0;157438
2020;44905200 - Equipamentos e Material Permanente;212 - Transferências Voluntárias;0477 - Gestão do Sistema Prisional e Ressocialização;8232 -;421 - Custódia e Reintegração Social;Gastos_rj_2020.csv;25 - Secretaria de Estado de Administração Peniten;0;0;-66816;0;0;0;167154;0;0;0;0;0;100338
2020;44909200 - Despesas de Exercícios Anteriores;212 - Transferências Voluntárias;0477 - Gestão do Sistema Prisional e Ressocialização;8232 -;421 - Custódia e Reintegração Social;Gastos_rj_2020.csv;25 - Secretaria de Estado de Administração Peniten;0;0;-3920;0;0;0;221235;0;0;0;3920;0;221235
2020;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;218 - Transferências Intraorçamentárias;0002 - Gestão Administrativa;8055 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;850000;0;0;0;0;0;0;0;0;0;-850000;0
2020;33909300 - Indenizações e Restituições;218 - Transferências Intraorçamentárias;0002 - Gestão Administrativa;8055 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;9112450;0;0;0;0;0;0;0;0;0;0;9112450
2020;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;230 - Recursos Próprios;0002 - Gestão Administrativa;2016 -;122 - Administração Geral;Gastos_rj_2020.csv;08 - Vice-Governadoria do Estado;552378;0;7014220;2400000;1800000;79124;0;21100;2300000;0;0;785340;14952162
2020;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;230 - Recursos Próprios;0002 - Gestão Administrativa;2016 -;122 - Administração Geral;Gastos_rj_2020.csv;25 - Secretaria de Estado de Administração Peniten;63500;357315;-116789;23095;56555;257496;12154;202498;25000;130459;108204;47924;1167415
2020;33909300 - Indenizações e Restituições;230 - Recursos Próprios;0002 - Gestão Administrativa;2016 -;122 - Administração Geral;Gastos_rj_2020.csv;25 - Secretaria de Estado de Administração Peniten;0;0;-8;0;7;0;0;0;0;0;0;0;0
2020;33903000 - Material de Consumo;230 - Recursos Próprios;0002 - Gestão Administrativa;2297 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;642649;2926250;2133699;403273;2477867;7120535;1058941;2607215;7226748;10493363;1716148;1826494;40633187
2020;33903600 - Outros Serviços de Terceiros - Pessoa Física;230 - Recursos Próprios;0002 - Gestão Administrativa;2297 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;32930;0;12000;0;103732;0;0;40800;20352;26974;0;0;236790
2020;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;230 - Recursos Próprios;0002 - Gestão Administrativa;2297 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;299659;332204;676266;104628;1503347;1160034;274330;3241230;2052840;484443;509011;3710373;15287969
2020;44905200 - Equipamentos e Material Permanente;230 - Recursos Próprios;0002 - Gestão Administrativa;2297 -;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;59543;26922;116328;14950;8800;3393480;47956;76989;9689;152114;73511;52561;4032848
2020;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;230 - Recursos Próprios;0479 - Segurança no Trânsito;1115 - Fiscalização e Educação no Trânsito - Operaçã;125 - Normatização e Fiscalização;Gastos_rj_2020.csv;08 - Vice-Governadoria do Estado;0;3216;523189;42;135;0;0;1058;0;0;0;0;527642
2020;31901300 - Obrigações Patronais;230 - Recursos Próprios;0479 - Segurança no Trânsito;1115 - Fiscalização e Educação no Trânsito - Operaçã;125 - Normatização e Fiscalização;Gastos_rj_2020.csv;08 - Vice-Governadoria do Estado;83042;79688;156887;82162;82532;81619;81568;83445;82516;79431;79688;79688;1052273
2020;31901600 - Outras Despesas Variáveis - Pessoal Civil;230 - Recursos Próprios;0479 - Segurança no Trânsito;1115 - Fiscalização e Educação no Trânsito - Operaçã;125 - Normatização e Fiscalização;Gastos_rj_2020.csv;08 - Vice-Governadoria do Estado;561111;547765;538833;569743;561737;547765;548729;557650;558336;537041;524961;541153;6594829
2020;31909200 - Despesas de Exercícios Anteriores;230 - Recursos Próprios;0479 - Segurança no Trânsito;1115 - Fiscalização e Educação no Trânsito - Operaçã;125 - Normatização e Fiscalização;Gastos_rj_2020.csv;08 - Vice-Governadoria do Estado;0;0;0;2641;10087;0;0;0;0;0;0;0;12729
2020;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;230 - Recursos Próprios;0479 - Segurança no Trânsito;4442 -;125 - Normatização e Fiscalização;Gastos_rj_2020.csv;08 - Vice-Governadoria do Estado;0;0;-25531;35700;58548;0;0;0;35700;0;0;0;104418
2020;33904000 - Serviços de Tecnologia da Informação e Comuni;230 - Recursos Próprios;0479 - Segurança no Trânsito;4442 -;125 - Normatização e Fiscalização;Gastos_rj_2020.csv;08 - Vice-Governadoria do Estado;129100;104000;0;125000;135000;198500;95371;0;135000;436287;-100;-230;1357929
2020;33903000 - Material de Consumo;230 - Recursos Próprios;0002 - Gestão Administrativa;2978 -;302 - Assistência Hospitalar e Ambulatorial;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;4042212;2129045;3755361;823963;1913690;945441;3757175;4293165;4222462;1409218;2062016;227607;29605000
2020;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;230 - Recursos Próprios;0002 - Gestão Administrativa;2978 -;302 - Assistência Hospitalar e Ambulatorial;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;2223668;4917583;9923467;1199678;6461164;2515371;2680765;9708930;11453203;3259705;1810528;1202395;57356463
2020;33904000 - Serviços de Tecnologia da Informação e Comuni;230 - Recursos Próprios;0002 - Gestão Administrativa;2978 -;302 - Assistência Hospitalar e Ambulatorial;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;0;0;0;37191;0;0;0;0;21194;0;0;58386
2020;44905200 - Equipamentos e Material Permanente;230 - Recursos Próprios;0002 - Gestão Administrativa;2978 -;302 - Assistência Hospitalar e Ambulatorial;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;1333396;85300;259771;221781;103564;123200;0;2621131;565800;48819;1597100;0;6959863
2020;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;230 - Recursos Próprios;0479 - Segurança no Trânsito;3010 -;782 - Transporte Rodoviário;Gastos_rj_2020.csv;08 - Vice-Governadoria do Estado;0;0;-339855;5000000;1492558;0;0;0;0;0;2488088;8000000;16640791
2020;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;230 - Recursos Próprios;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;122 - Administração Geral;Gastos_rj_2020.csv;14 - Secretaria de Estado da Casa Civil;0;0;0;0;0;0;0;0;0;0;0;0;784889
2020;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;230 - Recursos Próprios;0479 - Segurança no Trânsito;1115 - Fiscalização e Educação no Trânsito - Operaçã;125 - Normatização e Fiscalização;Gastos_rj_2020.csv;14 - Secretaria de Estado da Casa Civil;0;0;0;0;0;0;0;0;0;0;0;0;129
2020;31901300 - Obrigações Patronais;230 - Recursos Próprios;0479 - Segurança no Trânsito;1115 - Fiscalização e Educação no Trânsito - Operaçã;125 - Normatização e Fiscalização;Gastos_rj_2020.csv;14 - Secretaria de Estado da Casa Civil;0;0;0;0;0;0;0;0;0;0;0;0;81964
2020;31901600 - Outras Despesas Variáveis - Pessoal Civil;230 - Recursos Próprios;0479 - Segurança no Trânsito;1115 - Fiscalização e Educação no Trânsito - Operaçã;125 - Normatização e Fiscalização;Gastos_rj_2020.csv;14 - Secretaria de Estado da Casa Civil;0;0;0;0;0;0;0;0;0;0;0;0;559285
2020;31909200 - Despesas de Exercícios Anteriores;230 - Recursos Próprios;0479 - Segurança no Trânsito;1115 - Fiscalização e Educação no Trânsito - Operaçã;125 - Normatização e Fiscalização;Gastos_rj_2020.csv;14 - Secretaria de Estado da Casa Civil;0;0;0;0;0;0;0;0;0;0;0;0;7104
2020;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;230 - Recursos Próprios;0479 - Segurança no Trânsito;1115 - Fiscalização e Educação no Trânsito - Operaçã;125 - Normatização e Fiscalização;Gastos_rj_2020.csv;14 - Secretaria de Estado da Casa Civil;0;0;0;0;0;0;0;0;0;0;0;0;96100
2020;33901400 - Diárias - Civil;230 - Recursos Próprios;0479 - Segurança no Trânsito;4442 - Fiscalização no Trânsito;125 - Normatização e Fiscalização;Gastos_rj_2020.csv;14 - Secretaria de Estado da Casa Civil;0;0;0;0;0;0;0;0;0;0;0;0;111775
2020;33904000 - Serviços de Tecnologia da Informação e Comuni;230 - Recursos Próprios;0479 - Segurança no Trânsito;4442 - Fiscalização no Trânsito;125 - Normatização e Fiscalização;Gastos_rj_2020.csv;14 - Secretaria de Estado da Casa Civil;0;0;0;0;0;0;0;0;0;0;0;0;110000
2020;33903600 - Outros Serviços de Terceiros - Pessoa Física;230 - Recursos Próprios;0002 - Gestão Administrativa;2978 - Apoio à operacionalização da Saúde do Policia;302 - Assistência Hospitalar e Ambulatorial;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;400000;0;1500000;0;0;0;298000;16549;1076968;0;500000;7014308
2020;33904700 - Obrigações Tributárias e Contributivas;230 - Recursos Próprios;0002 - Gestão Administrativa;2978 - Apoio à operacionalização da Saúde do Policia;302 - Assistência Hospitalar e Ambulatorial;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;200000;0;345000;0;0;0;0;0;150393;0;0;1501091
2020;33901400 - Diárias - Civil;230 - Recursos Próprios;0002 - Gestão Administrativa;2016 -;122 - Administração Geral;Gastos_rj_2020.csv;25 - Secretaria de Estado de Administração Peniten;0;0;8352;11230;0;2562;1012;9664;37911;670;0;0;71403
2020;33913900 - Outros Serviços de Terceiros - Pessoa Jurídic;230 - Recursos Próprios;0002 - Gestão Administrativa;2016 -;122 - Administração Geral;Gastos_rj_2020.csv;25 - Secretaria de Estado de Administração Peniten;0;0;-8251;70641;0;0;0;58000;0;32805;0;75000;228195
2020;33901400 - Diárias - Civil;230 - Recursos Próprios;0479 - Segurança no Trânsito;1115 - Fiscalização e Educação no Trânsito - Operaçã;125 - Normatização e Fiscalização;Gastos_rj_2020.csv;08 - Vice-Governadoria do Estado;0;0;8771;41405;0;0;0;2028;27394;13790;0;0;93389
2020;33903000 - Material de Consumo;230 - Recursos Próprios;0479 - Segurança no Trânsito;1115 - Fiscalização e Educação no Trânsito - Operaçã;125 - Normatização e Fiscalização;Gastos_rj_2020.csv;08 - Vice-Governadoria do Estado;0;0;-277479;410910;0;143800;-4285;0;158387;187500;8800;-464;627170
2020;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;230 - Recursos Próprios;0479 - Segurança no Trânsito;1115 - Fiscalização e Educação no Trânsito - Operaçã;125 - Normatização e Fiscalização;Gastos_rj_2020.csv;08 - Vice-Governadoria do Estado;154141;206798;188626;134276;0;0;0;0;228505;109873;426232;0;1448453
2020;33909200 - Despesas de Exercícios Anteriores;230 - Recursos Próprios;0479 - Segurança no Trânsito;4442 -;125 - Normatização e Fiscalização;Gastos_rj_2020.csv;08 - Vice-Governadoria do Estado;0;0;0;51023;0;0;0;0;639315;0;0;0;690338
2020;44903000 - Material de Consumo;230 - Recursos Próprios;0002 - Gestão Administrativa;2978 -;302 - Assistência Hospitalar e Ambulatorial;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;32109;0;5991;0;-4000;0;0;0;-95000;0;121100;60200
2020;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;230 - Recursos Próprios;0477 - Gestão do Sistema Prisional e Ressocialização;8297 -;332 - Relações de Trabalho;Gastos_rj_2020.csv;30 - Secretaria de Trabalho e Renda      S;0;0;0;1300000;0;0;0;0;-3000;0;0;0;1297000
2020;33909100 - Sentenças Judiciais;230 - Recursos Próprios;0002 - Gestão Administrativa;0467 - Despesas Obrigatórias de caráter Primário;122 - Administração Geral;Gastos_rj_2020.csv;51 - Secretaria de Estado de Polícia Militar;0;0;0;0;0;27571;0;0;234;0;0;0;27805
2020;33903000 - Material de Consumo;230 - Recursos Próprios;0002 - Gestão Administrativa;2016 -;122 - Administração Geral;Gastos_rj_2020.csv;25 - Secretaria de Estado de Administração Peniten;74000;97067;40438;0;0;319866;90530;85905;19000;5572;73450;153600;959431
2020;33909200 - Despesas de Exercícios Anteriores;230 - Recursos Próprios;0002 - Gestão Administrativa;2016 -;122 - Administração Geral;Gastos_rj_2020.csv;25 - Secretaria de Estado de Administração Peniten;0;0;0;0;0;0;0;0;1850;0;0;0;1850
2020;33919200 - Despesas de Exercícios Anteriores;230 - Recursos Próprios;0002 - Gestão Administrativa;2016 -;122 - Administração Geral;Gastos_rj_2020.csv;25 - Secretaria de Estado de Administração Peniten;0;0;0;0;0;0;0;0;20931;0;0;0;20931
2020;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;230 - Recursos Próprios;0002 - Gestão Administrativa;2016 -;122 - Administração Geral;Gastos_rj_2020.csv;30 - Secretaria de Trabalho e Renda      S;0;0;0;0;0;0;0;0;2477;0;0;0;2477
