Órgão;Elemento;Fonte de Recursos;Subfunção;Programa;Projeto / Atividade;Jan;Fev;Mar;Abr;Valor Empenhado
06 - Gabinete de Segurança Institucional do Estado;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;781 - Transporte Aéreo;0470 - Fortalecimento da Gestão Pública;2039 - Operacionalização das Aeronaves da SSMGSI;64.001,00;44.300,00;446.524,73;64.000,00;618.825,73
06 - Gabinete de Segurança Institucional do Estado;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;781 - Transporte Aéreo;0470 - Fortalecimento da Gestão Pública;2039 - Operacionalização das Aeronaves da SSMGSI;232.447,70;239.217,40;146.640,62;2.496,00;620.801,72
06 - Gabinete de Segurança Institucional do Estado;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;0467 - Despesas Obrigatórias de caráter Primário;0;1.299,31;0;0;1.299,31
06 - Gabinete de Segurança Institucional do Estado;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2010 - Prest Serv entre Órg Est/ Aquis Comb e Lubrif;0;30.000,00;0;0;30.000,00
06 - Gabinete de Segurança Institucional do Estado;33914000 - Serviços de Tecnologia da Informação e Comuni;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2010 - Prest Serv entre Órg Est/ Aquis Comb e Lubrif;0;15.601,92;0;0;15.601,92
25 - Secretaria de Estado de Administração Peniten;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2010 - Prest Serv entre Órg Est/ Aquis Comb e Lubrif;0;3.870.141,60;0;23.455,40;3.893.597,00
30 - Secretaria de Estado de Trabalho e Renda     ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2010 - Prest Serv entre Órg Est/ Aquis Comb e Lubrif;0;2.065,54;3.734,02;6.061,19;11.860,75
06 - Gabinete de Segurança Institucional do Estado;33901400 - Diárias - Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;2.109,10;2.197,64;0;4.306,74
06 - Gabinete de Segurança Institucional do Estado;33901500 - Diárias - Militar;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;297;572;257;1.126,00
06 - Gabinete de Segurança Institucional do Estado;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;14.010,00;10.000,00;0;24.010,00
06 - Gabinete de Segurança Institucional do Estado;44905200 - Equipamentos e Material Permanente;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;3.400,00;8.800,00;0;12.200,00
25 - Secretaria de Estado de Administração Peniten;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;3.809.657,00;0;50.040,00;3.859.697,00
25 - Secretaria de Estado de Administração Peniten;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;4.080.510,09;1.588.415,70;3.903.406,64;9.572.332,43
30 - Secretaria de Estado de Trabalho e Renda     ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;34.451,61;53.483,07;1.040,00;88.974,68
30 - Secretaria de Estado de Trabalho e Renda     ;33904000 - Serviços de Tecnologia da Informação e Comuni;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;2.311,00;27.165,00;0;29.476,00
51 - Secretaria de Estado de Polícia Militar      ;33903300 - Passagens e Despesas com Locomoção;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;250.000,00;0;0;250.000,00
51 - Secretaria de Estado de Polícia Militar      ;33904700 - Obrigações Tributárias e Contributivas;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;100.794,30;1.105,00;0;101.899,30
51 - Secretaria de Estado de Polícia Militar      ;44903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;64.379,80;0;0;64.379,80
51 - Secretaria de Estado de Polícia Militar      ;44905200 - Equipamentos e Material Permanente;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;168.468,20;0;0;168.468,20
52 - Secretaria de Estado de Policia Civil        ;33901400 - Diárias - Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;6.762,90;92.355,40;1.463,30;100.581,60
52 - Secretaria de Estado de Policia Civil        ;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;88.000,00;44.000,00;0;132.000,00
16 - Secretaria de Estado de Defesa Civil e Corpo ;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;28.854,33;293.080,18;2.515,55;324.450,06
52 - Secretaria de Estado de Policia Civil        ;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;13.121,36;22.696,24;6.560,68;42.378,28
25 - Secretaria de Estado de Administração Peniten;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;4597 - Pagamento de Despesas com Serviços de Utilida;0;1.006.152,47;2.325.294,80;2.146.948,07;5.478.395,34
25 - Secretaria de Estado de Administração Peniten;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 - Pagamento de Despesas com Serviços de Utilida;0;2.364.818,01;2.569.175,43;664.489,20;5.598.482,64
30 - Secretaria de Estado de Trabalho e Renda     ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 - Pagamento de Despesas com Serviços de Utilida;0;10.791,03;11.806,10;993,13;23.590,26
30 - Secretaria de Estado de Trabalho e Renda     ;33904000 - Serviços de Tecnologia da Informação e Comuni;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 - Pagamento de Despesas com Serviços de Utilida;0;54,97;54,97;0;109,94
06 - Gabinete de Segurança Institucional do Estado;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0059 - Desenvolvimento das Atividades de Segurança O;2281 - Atividade de Segurança da SSMGSI;0;30.000,00;30.000,00;0;60.000,00
51 - Secretaria de Estado de Polícia Militar      ;33900800 - Outros Benefícios Assistenciais do Servidor e;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0450 - Gestão do SUAS, Proteção Social e Redução da ;4594 - Apoio a Projetos de Desenvolvimento Social As;0;708.330,00;190.877,02;0;899.207,02
21 - Secretaria de Estado de Planejamento e Gestão;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;4635 - Elaboração e Disseminação de Análises e Conhe;0;551,2;275,6;0;826,8
57 - Secretaria de Estado de Governo              ;33903600 - Outros Serviços de Terceiros - Pessoa Física;100 - Ordinários Provenientes de Impostos;244 - Assistência Comunitária;0448 - Promoção e Defesa dos Direitos Humanos;5797 - Promoção da Qualidade de Vida, Bem Estar e Di;0;3.090.710,00;0;0;3.090.710,00
57 - Secretaria de Estado de Governo              ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;244 - Assistência Comunitária;0448 - Promoção e Defesa dos Direitos Humanos;5797 - Promoção da Qualidade de Vida, Bem Estar e Di;0;43.020,00;235.479,84;0;278.499,84
25 - Secretaria de Estado de Administração Peniten;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;306 - Alimentação e Nutrição;0467 - Segurança Alimentar e Nutricional;8227 - Fornecimento de Alimentação aos Custodiados;0;2.337.293,34;0;931.237,14;3.268.530,48
06 - Gabinete de Segurança Institucional do Estado;33904000 - Serviços de Tecnologia da Informação e Comuni;100 - Ordinários Provenientes de Impostos;781 - Transporte Aéreo;0470 - Fortalecimento da Gestão Pública;2039 - Operacionalização das Aeronaves da SSMGSI;0;34.459,00;0;0;34.459,00
30 - Secretaria de Estado de Trabalho e Renda     ;31909100 - Sentenças Judiciais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;0467 - Despesas Obrigatórias de caráter Primário;0;0;10.397,27;0;10.397,27
25 - Secretaria de Estado de Administração Peniten;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2010 - Prest Serv entre Órg Est/ Aquis Comb e Lubrif;0;0;91.626,53;0;91.626,53
21 - Secretaria de Estado de Planejamento e Gestão;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;0;5.882,95;0;5.882,95
25 - Secretaria de Estado de Administração Peniten;33900800 - Outros Benefícios Assistenciais do Servidor e;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;0;2.460,25;2.716,68;5.176,93
25 - Secretaria de Estado de Administração Peniten;33904000 - Serviços de Tecnologia da Informação e Comuni;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;0;50.000,00;165.851,83;215.851,83
25 - Secretaria de Estado de Administração Peniten;44903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;0;2.410,00;4.700,00;7.110,00
51 - Secretaria de Estado de Polícia Militar      ;33209300 - Indenizações e Restituições;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;0;21.397,07;0;21.397,07
51 - Secretaria de Estado de Polícia Militar      ;33903600 - Outros Serviços de Terceiros - Pessoa Física;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;0;9.496,51;0;9.496,51
25 - Secretaria de Estado de Administração Peniten;33904700 - Obrigações Tributárias e Contributivas;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;1.194,94;0;1.194,94
25 - Secretaria de Estado de Administração Peniten;33904800 - Outros Auxílios Financeiros a Pessoas Físicas;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;4.697,48;0;4.697,48
52 - Secretaria de Estado de Policia Civil        ;33901400 - Diárias - Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;4.011,10;0;4.011,10
52 - Secretaria de Estado de Policia Civil        ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;4596 - Pagamento de Despesas com Serviços de Utilida;0;0;820.090,00;461.642,16;1.281.732,16
25 - Secretaria de Estado de Administração Peniten;33904000 - Serviços de Tecnologia da Informação e Comuni;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 - Pagamento de Despesas com Serviços de Utilida;0;0;399.102,76;0;399.102,76
52 - Secretaria de Estado de Policia Civil        ;33904000 - Serviços de Tecnologia da Informação e Comuni;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 - Pagamento de Despesas com Serviços de Utilida;0;0;320.482,61;0;320.482,61
25 - Secretaria de Estado de Administração Peniten;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;128 - Formação de Recursos Humanos;0476 - Gestão de Pessoas no Setor Público;4574 - Capacitação e Valorização do Agente Penitenci;0;0;13.350,00;0;13.350,00
06 - Gabinete de Segurança Institucional do Estado;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0470 - Fortalecimento da Gestão Pública;4566 - Reequipamento da SSMGSI;0;0;8.800,00;0;8.800,00
51 - Secretaria de Estado de Polícia Militar      ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2062 - Manutenção da Polícia Pacificadora;0;0;353.291,19;0;353.291,19
21 - Secretaria de Estado de Planejamento e Gestão;33901400 - Diárias - Civil;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;4676 - Formação e qualificação de servidores e da so;0;0;715,4;0;715,4
57 - Secretaria de Estado de Governo              ;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;244 - Assistência Comunitária;0448 - Promoção e Defesa dos Direitos Humanos;5797 - Promoção da Qualidade de Vida, Bem Estar e Di;0;0;58.500,00;5.320,00;63.820,00
30 - Secretaria de Estado de Trabalho e Renda     ;33903600 - Outros Serviços de Terceiros - Pessoa Física;100 - Ordinários Provenientes de Impostos;421 - Custódia e Reintegração Social;0477 - Gestão do Sistema Prisional e Ressocialização;8296 - Qualificação Profissional de Apenados;0;0;929.275,21;-36.920,18;892.355,03
30 - Secretaria de Estado de Trabalho e Renda     ;33904700 - Obrigações Tributárias e Contributivas;100 - Ordinários Provenientes de Impostos;421 - Custódia e Reintegração Social;0477 - Gestão do Sistema Prisional e Ressocialização;8296 - Qualificação Profissional de Apenados;0;0;90.724,79;36.920,18;127.644,97
51 - Secretaria de Estado de Polícia Militar      ;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;0;0;1.840,00;1.840,00
25 - Secretaria de Estado de Administração Peniten;31919200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;20.598,68;20.598,68
25 - Secretaria de Estado de Administração Peniten;31919600 - Ressarcimento de Despesas de Pessoal Requisit;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;89.497,60;89.497,60
06 - Gabinete de Segurança Institucional do Estado;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 - Pagamento de Despesas com Serviços de Utilida;0;0;0;3.062,75;3.062,75
51 - Secretaria de Estado de Polícia Militar      ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;4631 - Gestão do Legado da Intervenção Federal;0;0;0;250.000,00;250.000,00
51 - Secretaria de Estado de Polícia Militar      ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;103 - Fundo Estadual de Investim e Ações de Seguran;122 - Administração Geral;0434 - Gestão do Patrimônio Imóvel;5359 - Padronização de Referências Arquitetônicas da;465.247,00;225.377,43;842.470,42;0;1.533.094,85
51 - Secretaria de Estado de Polícia Militar      ;44905100 - Obras e Instalações;103 - Fundo Estadual de Investim e Ações de Seguran;122 - Administração Geral;0434 - Gestão do Patrimônio Imóvel;5359 - Padronização de Referências Arquitetônicas da;250.750,00;0;0;0;250.750,00
52 - Secretaria de Estado de Policia Civil        ;33904000 - Serviços de Tecnologia da Informação e Comuni;103 - Fundo Estadual de Investim e Ações de Seguran;126 - Tecnologia da Informação;0435 - Modernização Tecnológica;4603 - Gestão de Processamento de Dados;1.457.971,58;1.757.129,92;0;1.587.786,96;4.802.888,46
51 - Secretaria de Estado de Polícia Militar      ;33901500 - Diárias - Militar;103 - Fundo Estadual de Investim e Ações de Seguran;128 - Formação de Recursos Humanos;0476 - Gestão de Pessoas no Setor Público;5708 - Valorização e Capacitação dos Policiais Milit;211;3.014,00;42.068,40;8.914,30;54.207,70
57 - Secretaria de Estado de Governo              ;33903000 - Material de Consumo;103 - Fundo Estadual de Investim e Ações de Seguran;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;1166 - Patrulhamento de Regiões Críticas da Cidade -;660.000,00;1.328.800,00;585.144,00;57.400,00;2.631.344,00
57 - Secretaria de Estado de Governo              ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;103 - Fundo Estadual de Investim e Ações de Seguran;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;1166 - Patrulhamento de Regiões Críticas da Cidade -;4.105.289,12;1.347.875,80;675.519,37;115.800,00;6.244.484,29
57 - Secretaria de Estado de Governo              ;33904000 - Serviços de Tecnologia da Informação e Comuni;103 - Fundo Estadual de Investim e Ações de Seguran;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;1166 - Patrulhamento de Regiões Críticas da Cidade -;193.916,26;780.226,00;377.059,00;0;1.351.201,26
51 - Secretaria de Estado de Polícia Militar      ;44905200 - Equipamentos e Material Permanente;103 - Fundo Estadual de Investim e Ações de Seguran;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2878 - Gestão da Frota da Polícia Militar;9.787.500,00;0;3.942.500,00;1.592.500,00;15.322.500,00
51 - Secretaria de Estado de Polícia Militar      ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;103 - Fundo Estadual de Investim e Ações de Seguran;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;4446 - Operacionalização do Centro Integrado de Coma;1.256.768,00;383.641,00;0;0;1.640.409,00
52 - Secretaria de Estado de Policia Civil        ;33904000 - Serviços de Tecnologia da Informação e Comuni;103 - Fundo Estadual de Investim e Ações de Seguran;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;4571 - Combate à Corrupção e à Lavagem de Dinheiro;4.640,00;4.640,00;0;4.640,00;13.920,00
52 - Secretaria de Estado de Policia Civil        ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;103 - Fundo Estadual de Investim e Ações de Seguran;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;8060 - Gestão da Frota da Polícia Civil;49.114,29;252.190,45;4.456,00;178.418,51;484.179,25
52 - Secretaria de Estado de Policia Civil        ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;103 - Fundo Estadual de Investim e Ações de Seguran;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;8250 - Operacionalização da Polícia Técnico-Científi;386.522,26;626.345,60;14.598,99;382.407,33;1.409.874,18
52 - Secretaria de Estado de Policia Civil        ;33904000 - Serviços de Tecnologia da Informação e Comuni;103 - Fundo Estadual de Investim e Ações de Seguran;183 - Informação e Inteligência;0478 - Prevenção à Violência e Combate à Criminalida;2046 - Inteligência e Segurança da Informação;354.875,92;354.875,92;0;167.103,84;876.855,68
57 - Secretaria de Estado de Governo              ;44905200 - Equipamentos e Material Permanente;103 - Fundo Estadual de Investim e Ações de Seguran;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;1166 - Patrulhamento de Regiões Críticas da Cidade -;0;8.800,00;13.094,00;0;21.894,00
51 - Secretaria de Estado de Polícia Militar      ;33903000 - Material de Consumo;103 - Fundo Estadual de Investim e Ações de Seguran;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2061 - Operação Especial e Especializada da Polícia ;0;318.021,92;39.157,50;39.157,50;396.336,92
51 - Secretaria de Estado de Polícia Militar      ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;103 - Fundo Estadual de Investim e Ações de Seguran;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2061 - Operação Especial e Especializada da Polícia ;0;2.100.000,00;0;0;2.100.000,00
51 - Secretaria de Estado de Polícia Militar      ;44905100 - Obras e Instalações;103 - Fundo Estadual de Investim e Ações de Seguran;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2061 - Operação Especial e Especializada da Polícia ;0;1.548.674,86;0;0;1.548.674,86
51 - Secretaria de Estado de Polícia Militar      ;44905200 - Equipamentos e Material Permanente;103 - Fundo Estadual de Investim e Ações de Seguran;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2061 - Operação Especial e Especializada da Polícia ;0;4.352.580,00;0;0;4.352.580,00
51 - Secretaria de Estado de Polícia Militar      ;33903000 - Material de Consumo;103 - Fundo Estadual de Investim e Ações de Seguran;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2878 - Gestão da Frota da Polícia Militar;0;3.000.000,00;11.000.000,00;8.000.000,00;22.000.000,00
51 - Secretaria de Estado de Polícia Militar      ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;103 - Fundo Estadual de Investim e Ações de Seguran;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2878 - Gestão da Frota da Polícia Militar;0;850.000,00;100.000,00;1.090.000,00;2.040.000,00
52 - Secretaria de Estado de Policia Civil        ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;103 - Fundo Estadual de Investim e Ações de Seguran;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;4579 - Reestruturação e Manutenção das Unidades da P;0;60.700,00;0;0;60.700,00
51 - Secretaria de Estado de Polícia Militar      ;33903000 - Material de Consumo;103 - Fundo Estadual de Investim e Ações de Seguran;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;5519 - Gestão e Operacionalização da Polícia Militar;0;16.288.800,00;-2.698.800,00;0;13.590.000,00
51 - Secretaria de Estado de Polícia Militar      ;44905200 - Equipamentos e Material Permanente;103 - Fundo Estadual de Investim e Ações de Seguran;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;5519 - Gestão e Operacionalização da Polícia Militar;0;18.994.208,01;5.512.500,00;0;24.506.708,01
52 - Secretaria de Estado de Policia Civil        ;33903000 - Material de Consumo;103 - Fundo Estadual de Investim e Ações de Seguran;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;8060 - Gestão da Frota da Polícia Civil;0;1;291.720,99;0;291.721,99
52 - Secretaria de Estado de Policia Civil        ;44905200 - Equipamentos e Material Permanente;103 - Fundo Estadual de Investim e Ações de Seguran;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2055 - Operacionalização da Polícia Civil;0;0;4.386.236,08;0;4.386.236,08
52 - Secretaria de Estado de Policia Civil        ;44905100 - Obras e Instalações;103 - Fundo Estadual de Investim e Ações de Seguran;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;4579 - Reestruturação e Manutenção das Unidades da P;0;0;227.227,50;0;227.227,50
52 - Secretaria de Estado de Policia Civil        ;44905200 - Equipamentos e Material Permanente;103 - Fundo Estadual de Investim e Ações de Seguran;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;8060 - Gestão da Frota da Polícia Civil;0;0;3.185.000,00;0;3.185.000,00
52 - Secretaria de Estado de Policia Civil        ;33903000 - Material de Consumo;103 - Fundo Estadual de Investim e Ações de Seguran;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;8250 - Operacionalização da Polícia Técnico-Científi;0;0;8.800,00;0;8.800,00
25 - Secretaria de Estado de Administração Peniten;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;103 - Fundo Estadual de Investim e Ações de Seguran;302 - Assistência Hospitalar e Ambulatorial;0477 - Gestão do Sistema Prisional e Ressocialização;8228 - Promoção e Defesa de Direitos Humanos e Ofert;0;0;16.057,65;0;16.057,65
25 - Secretaria de Estado de Administração Peniten;33903000 - Material de Consumo;103 - Fundo Estadual de Investim e Ações de Seguran;421 - Custódia e Reintegração Social;0477 - Gestão do Sistema Prisional e Ressocialização;8232 - Gestão do Sistema Logístico Prisional;0;0;12.572,00;0;12.572,00
25 - Secretaria de Estado de Administração Peniten;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;103 - Fundo Estadual de Investim e Ações de Seguran;421 - Custódia e Reintegração Social;0477 - Gestão do Sistema Prisional e Ressocialização;8232 - Gestão do Sistema Logístico Prisional;0;0;1.600.000,00;300.000,00;1.900.000,00
57 - Secretaria de Estado de Governo              ;33901400 - Diárias - Civil;103 - Fundo Estadual de Investim e Ações de Seguran;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;1166 - Patrulhamento de Regiões Críticas da Cidade -;0;0;0;94,8;94,8
51 - Secretaria de Estado de Polícia Militar      ;44905200 - Equipamentos e Material Permanente;103 - Fundo Estadual de Investim e Ações de Seguran;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;4446 - Operacionalização do Centro Integrado de Coma;0;0;0;3.549.000,00;3.549.000,00
51 - Secretaria de Estado de Polícia Militar      ;31901200 - Vencimentos e Vantagens Fixas - Pessoal Milit;108 - Receita Desvinculada Tesouro - EC 93/2016 ADC;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;107.771.051,00;134.293.392,00;0;0;242.064.443,00
51 - Secretaria de Estado de Polícia Militar      ;31901700 - Outras Despesas Variáveis - Pessoal Militar;108 - Receita Desvinculada Tesouro - EC 93/2016 ADC;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;100.000.000,00;0;100.000.000,00
51 - Secretaria de Estado de Polícia Militar      ;33903000 - Material de Consumo;120 - Ressarcimento de Pessoal;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;145.706,00;0;0;0;145.706,00
51 - Secretaria de Estado de Polícia Militar      ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;120 - Ressarcimento de Pessoal;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;761.000,00;1.888.000,00;541.000,00;0;3.190.000,00
51 - Secretaria de Estado de Polícia Militar      ;44905200 - Equipamentos e Material Permanente;120 - Ressarcimento de Pessoal;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;56.499,00;9.249,00;0;0;65.748,00
