Órgão;Elemento;Fonte de Recursos;Subfunção;Programa;Projeto / Atividade;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez;Valor Empenhado
30 - Secretaria de Estado de Trabalho e Renda     ;31901600 - Outras Despesas Variáveis - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;182.877,40;186.726,94;184.355,91;181.904,30;180.440,12;181.091,15;181.091,15;178.051,54;181.681,15;181.091,15;185.117,69;2.206.761,63
30 - Secretaria de Estado de Trabalho e Renda     ;31909100 - Sentenças Judiciais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;301,44;301,44;301,44;301,44;301,44;301,44;301,44;301,44;301,44;301,44;301,44;3.617,28
30 - Secretaria de Estado de Trabalho e Renda     ;31911300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;28.066,85;28.066,85;28.066,85;28.066,85;28.107,83;28.098,61;28.098,61;28.098,61;28.436,32;30.776,98;55.065,68;366.628,28
52 - Secretaria de Estado de Policia Civil        ;33900800 - Outros Benefícios Assistenciais do Servidor e;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;34.763,02;0;28.325,43;0;0;44.061,78;56.650,86;47.209,05;47.690,43;285.322,50
51 - Secretaria de Estado de Polícia Militar      ;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2878 - Gestão da Frota da Polícia Militar;0;3.442.498,43;0;5.550.976,81;0;2.014.648,68;0;0;0;0;0;-286.545,46;15.721.578,46
30 - Secretaria de Trabalho e Renda      S;33904700 - Obrigações Tributárias e Contributivas;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;0467 -  ;0;3.273,15;3.181,93;0;6.294,74;0;3.253,42;3.380,97;3.229,70;6.429,40;3.318,53;3.727,25;36.089,09
25 - Secretaria de Estado de Administração Peniten;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2010 -  ;0;1.940.934,65;0;0;0;0;0;0;0;0;745.017,98;-207.746,34;2.478.206,29
52 - Secretaria de Estado de Policia Civil        ;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2010 -  ;0;521.354,20;1.343.046,92;650.000,00;0;-6;0;0;0;0;0;-6.869,22;2.507.525,90
08 - Vice-Governadoria do Estado;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;1.491,73;7.272,50;-240;-735;-642,45;1.617,45;2.518,22;0;0;3.296,00;0;14.578,45
30 - Secretaria de Trabalho e Renda      S;33903600 - Outros Serviços de Terceiros - Pessoa Física;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;580.443,32;0;608.957,12;306.370,00;306.481,67;0;0;0;0;0;0;1.802.252,11
30 - Secretaria de Trabalho e Renda      S;33904700 - Obrigações Tributárias e Contributivas;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;98.343,10;0;101.382,45;50.960,70;50.769,95;0;0;4.487,32;0;0;0;305.943,52
51 - Secretaria de Estado de Polícia Militar      ;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;135.611,00;0;508.375,50;37.015,55;0;0;0;0;0;0;-15.405,59;665.596,46
51 - Secretaria de Estado de Polícia Militar      ;44905200 - Equipamentos e Material Permanente;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;26.629,12;0;7.380,00;12.120,00;26.859,00;0;0;0;0;0;0;72.988,12
52 - Secretaria de Estado de Policia Civil        ;33900800 - Outros Benefícios Assistenciais do Servidor e;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;24.204,00;67.166,67;-18.505,67;33.262,00;0;0;0;0;0;0;0;106.127,00
52 - Secretaria de Estado de Policia Civil        ;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;44.000,00;180.990,00;0;-5,37;44.000,00;132.000,00;0;17.600,00;175.999,96;192.060,44;-2.800,00;783.845,03
52 - Secretaria de Estado de Policia Civil        ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;37.522,11;331.581,45;1.253.601,77;2.026.164,25;-10.000,00;1.875,21;57.161,00;2.567,67;77.800,00;50.212,14;-37.206,97;3.791.278,63
08 - Vice-Governadoria do Estado;31909600 - Ressarcimento de Despesas de Pessoal Requisit;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;41.972,32;22.045,09;22.045,09;0;52.367,16;22.045,09;22.045,09;22.049,95;22.045,84;0;57.069,03;283.684,66
30 - Secretaria de Trabalho e Renda      S;31901300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;32.231,39;32.810,88;32.950,89;33.279,28;34.112,34;32.874,45;33.212,27;32.320,93;33.225,59;32.730,11;59.961,43;389.709,56
30 - Secretaria de Trabalho e Renda      S;33904600 - Auxílio Alimentação;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;15.828,00;16.428,00;14.256,00;15.372,00;18.971,30;17.171,30;16.715,30;15.278,10;16.380,00;15.684,00;13.776,00;175.860,00
52 - Secretaria de Estado de Policia Civil        ;33904600 - Auxílio Alimentação;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;2.746.665,90;0;2.055.257,60;2.001.233,21;2.062.937,68;0;0;0;0;2.104.100,51;1.809.650,85;12.779.845,75
08 - Vice-Governadoria do Estado;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 -  ;0;531,74;869,72;91,46;139,95;77,26;78,42;84,99;2.041,19;857,07;0;1.063,86;5.835,66
25 - Secretaria de Estado de Administração Peniten;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 -  ;0;3.936.534,70;4.710.416,31;2.822.104,16;2.080.820,41;0;0;0;-14.232,60;0;0;-0,3;13.535.642,68
30 - Secretaria de Trabalho e Renda      S;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 -  ;0;11.219,45;17.320,20;0;3.649,99;2.345,78;18.694,38;10.189,62;6.099,76;9.691,24;5.878,17;12.682,61;97.771,20
52 - Secretaria de Estado de Policia Civil        ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 -  ;0;354.648,30;3.388.257,95;1.446.204,50;1.253.132,03;0;0;0;23.200,00;0;-214.494,32;115.131,04;6.366.079,50
51 - Secretaria de Estado de Polícia Militar      ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2878 -  ;0;937.449,53;0;-570.029,08;1.840.000,00;1.366.077,20;0;0;0;0;-380,28;-282.191,83;3.290.925,54
51 - Secretaria de Estado de Polícia Militar      ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;4446 -  ;0;168.723,61;0;112.482,42;0;0;0;0;0;0;0;-1.623,22;279.582,81
08 - Vice-Governadoria do Estado;33901400 - Diárias - Civil;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;8197 -  ;0;940,4;895,2;168;0;0;0;0;0;0;0;0;2.003,60
25 - Secretaria de Estado de Administração Peniten;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;306 - Alimentação e Nutrição;0467 - Segurança Alimentar e Nutricional;8227 -  ;0;2.305.972,77;28.811.887,32;0;0;0;0;0;0;0;0;0;31.117.860,09
25 - Secretaria de Estado de Administração Peniten;33909100 - Sentenças Judiciais;100 - Ordinários Provenientes de Impostos;421 - Custódia e Reintegração Social;0477 - Gestão do Sistema Prisional e Ressocialização;8232 -  ;0;4.709.585,78;0;0;0;0;0;0;0;0;0;0;4.709.585,78
25 - Secretaria de Estado de Administração Peniten;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2010 -  ;0;0;1.247,40;0;0;0;0;0;0;0;0;-1.247,40;0
08 - Vice-Governadoria do Estado;33901400 - Diárias - Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;680,2;0;0;0;0;0;0;0;0;0;680,2
25 - Secretaria de Estado de Administração Peniten;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;7.900,00;0;0;0;0;0;0;0;0;-7.900,00;0
25 - Secretaria de Estado de Administração Peniten;33904700 - Obrigações Tributárias e Contributivas;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;179,84;0;954,25;0;0;0;0;0;0;0;1.134,09
25 - Secretaria de Estado de Administração Peniten;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;229.468,40;0;0;0;0;0;0;0;0;0;229.468,40
30 - Secretaria de Trabalho e Renda      S;33904000 - Serviços de Tecnologia da Informação e Comuni;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;8.975,00;0;0;3.715,00;0;0;0;0;0;0;12.690,00
51 - Secretaria de Estado de Polícia Militar      ;33900800 - Outros Benefícios Assistenciais do Servidor e;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;200.000,00;346.249,75;0;0;0;0;0;0;0;-305.706,75;240.543,00
25 - Secretaria de Estado de Administração Peniten;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 -  ;0;0;395.750,30;0;0;0;0;0;0;0;0;0;395.750,30
51 - Secretaria de Estado de Polícia Militar      ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 -  ;0;0;4.675.247,72;1.338.107,10;2.488.371,50;57.104,24;0;0;0;0;0;-567.191,62;7.991.638,94
08 - Vice-Governadoria do Estado;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0457 - Fortalecimento da Participação Popular e do C;5356 -  ;0;0;1.000,00;0;0;0;0;0;0;0;0;0;1.000,00
52 - Secretaria de Estado de Policia Civil        ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2046 -  ;0;0;44.000,00;0;0;0;0;0;0;0;0;0;44.000,00
52 - Secretaria de Estado de Policia Civil        ;33904000 - Serviços de Tecnologia da Informação e Comuni;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2046 -  ;0;0;684.984,64;257.247,73;0;0;0;0;0;0;0;0;942.232,37
52 - Secretaria de Estado de Policia Civil        ;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2055 -  ;0;0;657.184,20;575.525,65;0;0;0;-261.683,59;-110.000,00;-384.877,80;-54.538,30;-122.413,20;299.196,96
52 - Secretaria de Estado de Policia Civil        ;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;8250 -  ;0;0;137.310,50;0;421.266,00;0;0;0;0;0;0;0;558.576,50
52 - Secretaria de Estado de Policia Civil        ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;8250 -  ;0;0;376.066,41;191.874,90;0;0;-3.181,29;0;0;0;0;-28.280,00;536.480,02
52 - Secretaria de Estado de Policia Civil        ;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;8250 -  ;0;0;55.287,70;0;0;0;0;0;0;0;0;0;55.287,70
25 - Secretaria de Estado de Administração Peniten;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;302 - Assistência Hospitalar e Ambulatorial;0477 - Gestão do Sistema Prisional e Ressocialização;8228 -  ;0;0;13.492,84;0;0;0;0;0;4.826,52;0;0;-0,07;18.319,29
25 - Secretaria de Estado de Administração Peniten;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;421 - Custódia e Reintegração Social;0477 - Gestão do Sistema Prisional e Ressocialização;8232 -  ;0;0;12.818,82;0;0;767,85;0;0;0;0;0;-13.586,67;0
25 - Secretaria de Estado de Administração Peniten;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;421 - Custódia e Reintegração Social;0477 - Gestão do Sistema Prisional e Ressocialização;8232 -  ;0;0;821.620,80;0;0;0;0;0;0;0;0;0;821.620,80
25 - Secretaria de Estado de Administração Peniten;44905200 - Equipamentos e Material Permanente;100 - Ordinários Provenientes de Impostos;421 - Custódia e Reintegração Social;0477 - Gestão do Sistema Prisional e Ressocialização;8232 -  ;0;0;6.021.270,00;0;0;3.411,31;0;0;0;0;0;-3.238,17;6.021.443,14
51 - Secretaria de Estado de Polícia Militar      ;33903500 - Serviços de Consultoria;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;0;300.000,00;0;0;0;0;0;0;0;-192.259,68;107.740,32
51 - Secretaria de Estado de Polícia Militar      ;33904000 - Serviços de Tecnologia da Informação e Comuni;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;0;720.000,00;73.975,00;0;0;0;0;0;0;-2.849,76;791.125,24
52 - Secretaria de Estado de Policia Civil        ;33901400 - Diárias - Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;0;264;0;0;0;0;1.425,40;56.739,64;59.248,34;-88;117.589,38
52 - Secretaria de Estado de Policia Civil        ;33904000 - Serviços de Tecnologia da Informação e Comuni;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;0;1.183.598,20;1.192.991,38;0;0;0;0;0;0;0;2.376.589,58
52 - Secretaria de Estado de Policia Civil        ;31909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;3.892,81;0;0;0;0;-3.892,81;0;0;1.080.610,19;1.080.610,19
52 - Secretaria de Estado de Policia Civil        ;33904900 - Auxílio Transporte;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;717.940,77;1.401.641,70;20.557,97;0;0;0;0;734.423,80;641.249,19;3.515.813,43
51 - Secretaria de Estado de Polícia Militar      ;33904000 - Serviços de Tecnologia da Informação e Comuni;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 -  ;0;0;0;382.540,00;0;0;0;0;0;0;0;-101.023,42;281.516,58
52 - Secretaria de Estado de Policia Civil        ;33903500 - Serviços de Consultoria;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2055 -  ;0;0;0;17.400,00;0;0;0;0;0;0;0;0;17.400,00
51 - Secretaria de Estado de Polícia Militar      ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2061 -  ;0;0;0;485.000,00;0;0;0;0;0;0;-10.835,43;0;474.164,57
51 - Secretaria de Estado de Polícia Militar      ;44905200 - Equipamentos e Material Permanente;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2878 -  ;0;0;0;275.196,00;0;0;0;0;0;0;0;-80.940,00;194.256,00
52 - Secretaria de Estado de Policia Civil        ;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;8060 -  ;0;0;0;740.000,00;65.000,00;0;0;0;0;0;0;-39.727,80;765.272,20
52 - Secretaria de Estado de Policia Civil        ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;8060 -  ;0;0;0;360.818,00;107.816,00;0;0;0;0;0;0;-12.043,80;456.590,20
52 - Secretaria de Estado de Policia Civil        ;33903600 - Outros Serviços de Terceiros - Pessoa Física;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;8250 -  ;0;0;0;8.800,00;0;0;-489,55;0;0;0;0;0;8.310,45
06 - Gabinete de Segurança Institucional do Estado;31909400 - Indenizações e Restituições Trabalhistas;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;0;2.784,14;0;0;0;0;0;0;0;2.784,14
06 - Gabinete de Segurança Institucional do Estado;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;0;0;0;3.456,80;15.181,94;0;18.568,00;1.800,00;23.118,83;0;62.125,57
25 - Secretaria de Estado de Administração Peniten;31919600 - Ressarcimento de Despesas de Pessoal Requisit;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;0;0;67.667,60;0;0;0;0;0;0;67.667,60
52 - Secretaria de Estado de Policia Civil        ;31900300 - Pensões do RPPS e do Militar;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;0;0;105.072,33;0;0;0;0;0;0;105.072,33
25 - Secretaria de Estado de Administração Peniten;33909300 - Indenizações e Restituições;100 - Ordinários Provenientes de Impostos;421 - Custódia e Reintegração Social;0477 - Gestão do Sistema Prisional e Ressocialização;8232 -  ;0;0;0;0;0;8.968,30;0;0;0;0;0;0;8.968,30
25 - Secretaria de Estado de Administração Peniten;44909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;421 - Custódia e Reintegração Social;0477 - Gestão do Sistema Prisional e Ressocialização;8232 -  ;0;0;0;0;0;4.515,00;0;0;0;80;0;-80;4.515,00
52 - Secretaria de Estado de Policia Civil        ;33903600 - Outros Serviços de Terceiros - Pessoa Física;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;0;0;0;0;8.800,00;0;8.800,00;0;2.100,00;-1.000,00;18.700,00
30 - Secretaria de Trabalho e Renda      S;33903600 - Outros Serviços de Terceiros - Pessoa Física;100 - Ordinários Provenientes de Impostos;421 - Custódia e Reintegração Social;0477 - Gestão do Sistema Prisional e Ressocialização;8296 -  ;0;0;0;0;0;0;307.151,67;319.770,00;327.985,00;326.830,05;584.824,89;273.561,59;2.140.123,20
30 - Secretaria de Trabalho e Renda      S;33904700 - Obrigações Tributárias e Contributivas;100 - Ordinários Provenientes de Impostos;421 - Custódia e Reintegração Social;0477 - Gestão do Sistema Prisional e Ressocialização;8296 -  ;0;0;0;0;0;0;49.348,25;51.945,60;53.592,00;53.092,21;155.459,78;-12.471,77;350.966,07
06 - Gabinete de Segurança Institucional do Estado;33904000 - Serviços de Tecnologia da Informação e Comuni;100 - Ordinários Provenientes de Impostos;781 - Transporte Aéreo;0470 - Fortalecimento da Gestão Pública;2039 -  ;0;0;0;0;0;0;4.805,32;0;0;0;0;0;4.805,32
06 - Gabinete de Segurança Institucional do Estado;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2010 -  ;0;0;0;0;0;0;0;16.657,28;0;0;0;0;16.657,28
08 - Vice-Governadoria do Estado;33904000 - Serviços de Tecnologia da Informação e Comuni;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;0;0;0;0;0;321,3;0;0;0;0;321,3
51 - Secretaria de Estado de Polícia Militar      ;31909600 - Ressarcimento de Despesas de Pessoal Requisit;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;0;0;0;0;64.888,90;107.341,21;0;0;-64.888,90;107.341,21
52 - Secretaria de Estado de Policia Civil        ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2055 -  ;0;0;0;0;0;0;0;21.470,00;0;0;21.000,00;-2.520,00;39.950,00
06 - Gabinete de Segurança Institucional do Estado;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2010 -  ;0;0;0;0;0;0;0;0;5.000,00;0;0;-2.709,36;2.290,64
30 - Secretaria de Trabalho e Renda      S;31919600 - Ressarcimento de Despesas de Pessoal Requisit;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;0;0;0;0;0;5.487,70;0;0;21.950,80;27.438,50
06 - Gabinete de Segurança Institucional do Estado;44905200 - Equipamentos e Material Permanente;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;0;0;0;0;0;0;0;7.000,00;33.751,50;-17.642,10;23.109,40
52 - Secretaria de Estado de Policia Civil        ;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2055 -  ;0;0;0;0;0;0;0;0;0;200.613,59;0;0;200.613,59
30 - Secretaria de Trabalho e Renda      S;33914700 - Obrigações Tributárias e Contributivas;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;0467 -  ;0;0;0;0;0;0;0;0;0;0;1.079,04;-141,79;937,25
06 - Gabinete de Segurança Institucional do Estado;33904000 - Serviços de Tecnologia da Informação e Comuni;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;0;0;0;0;0;0;0;0;1.150,00;0;1.150,00
52 - Secretaria de Estado de Policia Civil        ;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;0;0;0;0;0;0;0;72.576,91;33.316,03;105.892,94
06 - Gabinete de Segurança Institucional do Estado;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;0467 -  ;0;0;0;0;0;0;0;0;0;0;0;1.597,25;1.597,25
16 - Secretaria de Estado de Defesa Civil e Corpo ;44909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;182 - Defesa Civil;0444 - Prevenção e Resposta ao Risco e Recuperação d;8020 -  ;0;0;0;0;0;0;0;0;0;0;0;4.697.969,59;4.697.969,59
51 - Secretaria de Estado de Polícia Militar      ;31900100 - Aposentadorias e Reformas;101 - Ordinários Não Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;0;0;0;0;0;0;0;24.084,80;0;24.084,80
51 - Secretaria de Estado de Polícia Militar      ;31900300 - Pensões do RPPS e do Militar;101 - Ordinários Não Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;0;0;0;0;0;0;0;2.202.799,01;0;2.202.799,01
51 - Secretaria de Estado de Polícia Militar      ;31900400 - Contratação Por Tempo Determinado;101 - Ordinários Não Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;0;0;0;0;0;0;0;381.739,63;0;381.739,63
51 - Secretaria de Estado de Polícia Militar      ;31901100 - Vencimentos e Vantagens Fixas - Pessoal Civil;101 - Ordinários Não Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;0;0;0;0;0;0;0;1.278.546,08;0;1.278.546,08
51 - Secretaria de Estado de Polícia Militar      ;31901200 - Vencimentos e Vantagens Fixas - Pessoal Milit;101 - Ordinários Não Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;0;0;0;0;0;0;0;62.342.715,76;0;62.342.715,76
51 - Secretaria de Estado de Polícia Militar      ;31901600 - Outras Despesas Variáveis - Pessoal Civil;101 - Ordinários Não Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;0;0;0;0;0;0;0;984.195,03;0;984.195,03
51 - Secretaria de Estado de Polícia Militar      ;31909100 - Sentenças Judiciais;101 - Ordinários Não Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;0;0;0;0;0;0;0;478,4;0;478,4
51 - Secretaria de Estado de Polícia Militar      ;33904600 - Auxílio Alimentação;101 - Ordinários Não Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;0;0;0;0;0;0;0;2.406.070,73;0;2.406.070,73
51 - Secretaria de Estado de Polícia Militar      ;33909200 - Despesas de Exercícios Anteriores;101 - Ordinários Não Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;0;0;0;0;0;0;0;11.488,14;0;11.488,14
51 - Secretaria de Estado de Polícia Militar      ;31901300 - Obrigações Patronais;101 - Ordinários Não Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;0;0;0;0;0;0;0;0;167.500,15;167.500,15
51 - Secretaria de Estado de Polícia Militar      ;31901700 - Outras Despesas Variáveis - Pessoal Militar;102 - Fundo Estadual de Equilíbrio Fiscal;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;0;0;0;0;0;0;0;67.418.512,54;0;67.418.512,54
