Órgão;Elemento;Fonte de Recursos;Subfunção;Programa;Projeto / Atividade;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez;Valor Empenhado
25 - Secretaria de Estado de Administração Peniten;44905200 - Equipamentos e Material Permanente;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;0;0;0;0;0;0;0;0;0;21.932,55;0;52.665,10
51 - Secretaria de Estado de Polícia Militar      ;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;576.367,00;163.385,79;63.175,37;0;0;355.718,00;3.921.130,00;0;3.450,00;32.733,91;20.202.784,98;26.796.604,05
51 - Secretaria de Estado de Polícia Militar      ;33904000 - Serviços de Tecnologia da Informação e Comuni;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;0;239.800,00;0;0;0;0;0;0;0;64.875,00;43.320,00;392.995,00
52 - Secretaria de Estado de Policia Civil        ;33903300 - Passagens e Despesas com Locomoção;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;0;0;111.566,30;37.522,10;0;0;0;0;0;0;0;186.610,50
52 - Secretaria de Estado de Policia Civil        ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 - Manut  Ativid  Operacionais / Administrativas;0;15.583,86;1.616.100,02;1.783.248,59;732.957,91;0;-885,6;0;0;0;-51.819,22;-304,6;4.899.942,25
06 - Gabinete de Segurança Institucional do Estado;31909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;3.570,76;0;1.652,79;0;16.703,70;3.885,11;27.182,41;428,51;33.328,43;-21.285,66;0;73.502,45
16 - Secretaria de Estado de Defesa Civil e Corpo ;31901700 - Outras Despesas Variáveis - Pessoal Militar;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;17.688.051,29;17.655.439,62;17.407.243,59;0;17.286.779,21;7.324.114,74;17.071.114,22;0;16.767.115,64;150.550.537,78
21 - Secretaria de Estado de Planejamento e Gestão;31909600 - Ressarcimento de Despesas de Pessoal Requisit;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;49.526,28;22.004,42;22.004,42;22.004,42;30.280,59;22.004,42;22.004,42;21.670,10;21.670,10;0;56.276,13;311.368,20
30 - Secretaria de Estado de Trabalho e Renda     ;31901300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;75.646,14;38.337,40;37.872,59;41.272,22;41.323,87;44.042,86;58.738,03;59.410,63;61.732,70;61.671,29;83.559,93;648.278,62
30 - Secretaria de Estado de Trabalho e Renda     ;31909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;18.912,50;0;0;0;0;18.937,18
30 - Secretaria de Estado de Trabalho e Renda     ;33904600 - Auxílio Alimentação;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;31.584,00;16.860,00;16.404,00;19.620,00;15.552,00;20.748,00;16.392,00;15.376,15;17.360,85;19.728,00;17.268,00;223.093,00
52 - Secretaria de Estado de Policia Civil        ;31900700 - Contribuição a Entidades Fechadas de Previdên;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;135.477,86;135.388,23;0;0;0;279.437,57;158.283,48;144.435,71;185.277,93;0;292.316,40;1.567.238,78
52 - Secretaria de Estado de Policia Civil        ;31901600 - Outras Despesas Variáveis - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;12.721.159,68;12.761.204,22;1.854.633,90;1.932.958,35;444,12;13.995.391,41;14.139.913,49;7.186.934,31;13.353.034,03;0;11.170.906,45;103.394.842,45
52 - Secretaria de Estado de Policia Civil        ;33904600 - Auxílio Alimentação;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;1.846.496,32;76.636,21;1.934.323,51;1.988.906,73;1.887.868,95;1.929.981,55;1.907.104,43;1.954.501,02;1.936.411,51;264;1.680.136,58;18.998.439,63
52 - Secretaria de Estado de Policia Civil        ;33904900 - Auxílio Transporte;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;640.306,24;670.821,45;675.456,12;690.782,71;657.142,25;31.930,52;673.635,16;684.743,60;672.943,14;100;596.812,30;6.643.255,98
06 - Gabinete de Segurança Institucional do Estado;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 - Pagamento de Despesas com Serviços de Utilida;0;68.366,00;34.186,25;33.911,74;15.709,95;30.162,13;50.222,53;61.600,00;11.270,00;43.405,00;107.966,00;-3.605,31;496.694,29
06 - Gabinete de Segurança Institucional do Estado;33904000 - Serviços de Tecnologia da Informação e Comuni;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 - Pagamento de Despesas com Serviços de Utilida;0;0;0;0;0;0;0;0;0;0;0;996,36;20.250,20
21 - Secretaria de Estado de Planejamento e Gestão;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 - Pagamento de Despesas com Serviços de Utilida;0;892,35;478,58;611,04;506,76;485,25;33,9;1.118,22;559,11;1.854,34;0;-421,79;6.585,23
21 - Secretaria de Estado de Planejamento e Gestão;33904000 - Serviços de Tecnologia da Informação e Comuni;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 - Pagamento de Despesas com Serviços de Utilida;0;0;0;0;0;0;0;87,88;43,94;-43,94;0;0;131,82
51 - Secretaria de Estado de Polícia Militar      ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 - Pagamento de Despesas com Serviços de Utilida;0;0;0;0;0;0;0;0;0;0;0;0;370.000,00
51 - Secretaria de Estado de Polícia Militar      ;33904000 - Serviços de Tecnologia da Informação e Comuni;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 - Pagamento de Despesas com Serviços de Utilida;0;0;0;0;0;0;0;0;0;0;0;0;24.000,00
52 - Secretaria de Estado de Policia Civil        ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 - Pagamento de Despesas com Serviços de Utilida;0;0;0;73.755,69;0;0;0;0;0;0;0;0;387.634,65
51 - Secretaria de Estado de Polícia Militar      ;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2061 - Operação Especial e Especializada da Polícia ;0;8.377.184,64;457.790,50;0;390.518,10;47.902,00;0;0;0;0;404.500,00;0;9.849.518,55
51 - Secretaria de Estado de Polícia Militar      ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2061 - Operação Especial e Especializada da Polícia ;0;500.000,00;1.552.172,98;1.744.463,06;0;0;0;706.776,00;0;0;345.000,00;0;5.588.412,04
51 - Secretaria de Estado de Polícia Militar      ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2878 - Gestão da Frota da Polícia Militar;0;944.865,06;300.000,00;1.860.000,00;3.236.422,53;1.612.583,97;1.618.772,46;0;1.475.344,39;308.800,25;1.400.000,00;0;12.956.788,66
51 - Secretaria de Estado de Polícia Militar      ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;4446 - Operacionalização do Centro Integrado de Coma;0;0;19.814,44;34.675,29;0;0;0;0;0;0;0;0;60.048,85
51 - Secretaria de Estado de Polícia Militar      ;33904000 - Serviços de Tecnologia da Informação e Comuni;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;4446 - Operacionalização do Centro Integrado de Coma;0;0;0;0;0;0;0;0;0;0;0;0;40.000,00
25 - Secretaria de Estado de Administração Peniten;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;306 - Alimentação e Nutrição;0467 - Segurança Alimentar e Nutricional;8227 - Fornecimento de Alimentação aos Custodiados;0;0;47.092.263,72;0;0;0;0;0;0;0;0;-3.522.784,81;66.486.329,45
06 - Gabinete de Segurança Institucional do Estado;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2010 -  ;0;10.000,00;0;0;0;0;0;0;9.000,00;20.000,00;-26.400,00;26.400,00;39.000,00
06 - Gabinete de Segurança Institucional do Estado;44905200 - Equipamentos e Material Permanente;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;17.432,00;4.459,00;0;-1.729,75;15.614,92;-64,57;3.600,00;0;24.598,10;16.086,00;-1.659,20;78.336,50
30 - Secretaria de Estado de Trabalho e Renda     ;33904000 - Serviços de Tecnologia da Informação e Comuni;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;1.300,00;0;9.875,00;0;0;0;0;0;45.598,00;0;0;56.773,00
51 - Secretaria de Estado de Polícia Militar      ;33900800 - Outros Benefícios Assistenciais do Servidor e;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;560.000,00;-7.201,70;0;-40.000,00;0;3.000.000,00;0;1.000.000,00;30.642,57;2.300.000,00;0;6.843.440,87
51 - Secretaria de Estado de Polícia Militar      ;33903600 - Outros Serviços de Terceiros - Pessoa Física;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;26.728,00;13.524,02;68.373,50;0;43.680,00;68.295,50;32.631,40;0;37.706,54;112.812,70;0;403.751,66
30 - Secretaria de Estado de Trabalho e Renda     ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 -  ;0;18.203,93;9.020,60;9.053,67;7.317,50;1.663,40;0;4.404,48;5.434,25;37.309,88;0;5.594,47;98.002,18
06 - Gabinete de Segurança Institucional do Estado;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0059 - Desenvolvimento das Atividades de Segurança O;2281 -  ;0;20.000,00;0;20.000,00;0;20.000,00;20.000,00;0;20.000,00;20.000,00;40.000,00;40.000,00;200.000,00
51 - Secretaria de Estado de Polícia Militar      ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2062 -  ;0;533.330,00;1.106.657,90;67.339,89;0;0;0;-110.665,79;0;0;0;0;1.596.662,00
51 - Secretaria de Estado de Polícia Militar      ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;4631 -  ;0;270.473,21;0;270.000,00;45.000,00;0;0;0;0;0;0;0;585.473,21
51 - Secretaria de Estado de Polícia Militar      ;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;5519 -  ;0;2.971.601,40;10.840,50;77.407,14;0;0;-6.206,36;0;0;0;0;0;3.053.642,68
52 - Secretaria de Estado de Policia Civil        ;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;8060 -  ;0;125.668,49;0;6.750,00;0;0;41.700,00;0;0;-22.668,49;110.300,00;-5.601,58;256.148,42
52 - Secretaria de Estado de Policia Civil        ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;8060 -  ;0;1.004.589,28;3.377.908,00;47.908,00;74.108,00;47.908,00;96.860,15;233.586,50;0;76.548,02;83.208,00;-22.155,04;5.020.468,91
52 - Secretaria de Estado de Policia Civil        ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;8250 -  ;0;18.738,63;425.627,28;217.955,00;189.675,00;0;-28.280,00;0;0;0;0;-32.171,08;791.544,83
06 - Gabinete de Segurança Institucional do Estado;33904000 - Serviços de Tecnologia da Informação e Comuni;100 - Ordinários Provenientes de Impostos;781 - Transporte Aéreo;0470 - Fortalecimento da Gestão Pública;2039 -  ;0;31.615,00;0;0;0;0;0;0;0;0;0;0;31.615,00
25 - Secretaria de Estado de Administração Peniten;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2010 -  ;0;0;1.055.493,15;703.662,10;0;0;0;0;0;1.504.890,15;0;0;3.264.045,40
25 - Secretaria de Estado de Administração Peniten;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;23.721,12;116.462,07;739.426,12;0;739.423,10;0;0;3.600.969,00;0;0;5.220.001,41
25 - Secretaria de Estado de Administração Peniten;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;4.172.960,69;0;3.825.383,53;4.689.999,96;428.281,50;0;1.912.823,58;9.239,01;232.905,14;56.600,00;15.328.193,41
25 - Secretaria de Estado de Administração Peniten;33904700 - Obrigações Tributárias e Contributivas;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;707,95;788,79;2.632,05;1.129,44;0;0;3.462,20;0;0;0;8.720,43
25 - Secretaria de Estado de Administração Peniten;33913900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;72.762,75;0;0;0;0;0;0;0;0;0;72.762,75
51 - Secretaria de Estado de Polícia Militar      ;33903500 - Serviços de Consultoria;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;90.000,00;0;0;0;0;0;0;0;0;0;90.000,00
51 - Secretaria de Estado de Polícia Militar      ;33904700 - Obrigações Tributárias e Contributivas;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;35.345,60;13.674,70;2.675,00;18.736,00;13.659,10;8.885,50;0;4.266,60;144.181,00;0;241.423,50
51 - Secretaria de Estado de Polícia Militar      ;44905200 - Equipamentos e Material Permanente;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;7.497,00;26.220,00;0;0;0;0;0;0;0;58.000,00;91.717,00
52 - Secretaria de Estado de Policia Civil        ;33900800 - Outros Benefícios Assistenciais do Servidor e;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;67.166,66;38.971,34;33.583,33;0;0;0;0;0;0;0;139.721,33
52 - Secretaria de Estado de Policia Civil        ;33901400 - Diárias - Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;4.856,70;13.053,90;14.505,90;0;0;0;0;0;13.857,70;0;46.274,20
52 - Secretaria de Estado de Policia Civil        ;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;176.000,00;38.702,88;57.400,00;0;0;0;0;0;0;0;272.102,88
25 - Secretaria de Estado de Administração Peniten;33904700 - Obrigações Tributárias e Contributivas;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;35.282,34;10.009,03;37.685,34;0;11.677,77;0;109.242,33;156.725,09;156.014,98;99.517,56;616.154,44
25 - Secretaria de Estado de Administração Peniten;33904800 - Outros Auxílios Financeiros a Pessoas Físicas;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;141.277,82;8.310,46;149.588,28;0;43.425,72;0;398.677,59;583.204,23;577.218,15;370.448,35;2.272.150,60
30 - Secretaria de Estado de Trabalho e Renda     ;31919600 - Ressarcimento de Despesas de Pessoal Requisit;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;11.695,40;0;5.487,70;8.276,78;14.824,71;0;0;12.713,26;1.059,41;0;54.057,26
51 - Secretaria de Estado de Polícia Militar      ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0434 - Gestão do Patrimônio Imóvel;5359 -  ;0;0;314.030,71;0;0;71.599,28;0;0;0;0;0;0;385.629,99
51 - Secretaria de Estado de Polícia Militar      ;33901500 - Diárias - Militar;100 - Ordinários Provenientes de Impostos;128 - Formação de Recursos Humanos;0476 - Gestão de Pessoas no Setor Público;5708 -  ;0;0;3.762,00;73.043,00;0;42.049,00;54.438,00;-15.938,00;17.800,00;0;0;0;175.154,00
51 - Secretaria de Estado de Polícia Militar      ;33900800 - Outros Benefícios Assistenciais do Servidor e;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0450 - Gestão do SUAS, Proteção Social e Redução da ;4594 -  ;0;0;3.585.121,30;414.878,70;2.100.000,00;988.382,63;330.272,00;0;0;-30.642,57;0;0;7.388.012,06
52 - Secretaria de Estado de Policia Civil        ;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2055 -  ;0;0;18.252,00;-702;0;0;53.978,03;0;0;0;0;0;71.528,03
51 - Secretaria de Estado de Polícia Militar      ;44905200 - Equipamentos e Material Permanente;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;2061 -  ;0;0;6.887,00;0;0;0;0;0;0;0;0;0;6.887,00
51 - Secretaria de Estado de Polícia Militar      ;44905200 - Equipamentos e Material Permanente;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;5519 -  ;0;0;3.262.500,00;0;0;0;0;0;2.216.162,00;0;0;0;5.478.662,00
51 - Secretaria de Estado de Polícia Militar      ;44905200 - Equipamentos e Material Permanente;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;5612 -  ;0;0;94.700,00;0;0;0;0;0;0;0;0;0;94.700,00
52 - Secretaria de Estado de Policia Civil        ;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;183 - Informação e Inteligência;0478 - Prevenção à Violência e Combate à Criminalida;2046 -  ;0;0;8.800,00;0;0;0;0;0;0;0;0;0;8.800,00
52 - Secretaria de Estado de Policia Civil        ;33904000 - Serviços de Tecnologia da Informação e Comuni;100 - Ordinários Provenientes de Impostos;183 - Informação e Inteligência;0478 - Prevenção à Violência e Combate à Criminalida;2046 -  ;0;0;2.714.050,38;1.357.025,19;1.357.025,19;0;0;0;0;0;-39.202,83;-132.018,11;5.256.879,82
52 - Secretaria de Estado de Policia Civil        ;44904000 - Serviços de Tecnologia da Informação e Comuni;100 - Ordinários Provenientes de Impostos;183 - Informação e Inteligência;0478 - Prevenção à Violência e Combate à Criminalida;2046 -  ;0;0;490.477,56;0;0;0;0;0;0;0;0;0;490.477,56
52 - Secretaria de Estado de Policia Civil        ;44905200 - Equipamentos e Material Permanente;100 - Ordinários Provenientes de Impostos;183 - Informação e Inteligência;0478 - Prevenção à Violência e Combate à Criminalida;2046 -  ;0;0;20.732,29;0;0;0;0;0;0;0;0;0;20.732,29
25 - Secretaria de Estado de Administração Peniten;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;302 - Assistência Hospitalar e Ambulatorial;0477 - Gestão do Sistema Prisional e Ressocialização;8228 -  ;0;0;8.044,22;0;6.435,41;0;0;0;0;0;0;0;14.479,63
25 - Secretaria de Estado de Administração Peniten;33909100 - Sentenças Judiciais;100 - Ordinários Provenientes de Impostos;421 - Custódia e Reintegração Social;0477 - Gestão do Sistema Prisional e Ressocialização;8232 -  ;0;0;593.453,55;0;0;0;3.412.063,46;0;0;0;0;0;4.005.517,01
30 - Secretaria de Estado de Trabalho e Renda     ;33903600 - Outros Serviços de Terceiros - Pessoa Física;100 - Ordinários Provenientes de Impostos;421 - Custódia e Reintegração Social;0477 - Gestão do Sistema Prisional e Ressocialização;8296 -  ;0;0;826.649,25;264.250,08;265.399,98;259.533,32;265.306,64;0;0;850.680,24;0;1.385.976,43;4.117.795,94
30 - Secretaria de Estado de Trabalho e Renda     ;33904700 - Obrigações Tributárias e Contributivas;100 - Ordinários Provenientes de Impostos;421 - Custódia e Reintegração Social;0477 - Gestão do Sistema Prisional e Ressocialização;8296 -  ;0;0;135.726,58;42.237,99;36.540,00;35.609,00;36.807,40;0;0;100.000,00;0;239.427,47;626.348,44
30 - Secretaria de Estado de Trabalho e Renda     ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2010 -  ;0;0;0;27.000,00;0;0;0;-27.000,00;27.000,00;8.000,00;5.800,00;0;40.800,00
25 - Secretaria de Estado de Administração Peniten;33904000 - Serviços de Tecnologia da Informação e Comuni;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;0;7.500,00;0;0;0;0;0;0;0;0;7.500,00
21 - Secretaria de Estado de Planejamento e Gestão;31909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;8.277,50;0;0;0;245,01;0;0;0;0;8.522,51
25 - Secretaria de Estado de Administração Peniten;31909600 - Ressarcimento de Despesas de Pessoal Requisit;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;48.166,62;0;0;72.249,93;0;63.187,21;20.062,33;0;0;203.666,09
06 - Gabinete de Segurança Institucional do Estado;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;128 - Formação de Recursos Humanos;0476 - Gestão de Pessoas no Setor Público;4565 -  ;0;0;0;4.995,00;0;0;0;0;0;0;0;0;4.995,00
52 - Secretaria de Estado de Policia Civil        ;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;8250 -  ;0;0;0;44.000,00;2.000,00;0;0;0;0;0;0;0;46.000,00
25 - Secretaria de Estado de Administração Peniten;33909300 - Indenizações e Restituições;100 - Ordinários Provenientes de Impostos;421 - Custódia e Reintegração Social;0477 - Gestão do Sistema Prisional e Ressocialização;8232 -  ;0;0;0;20.959,61;0;0;0;0;0;0;0;0;20.959,61
06 - Gabinete de Segurança Institucional do Estado;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;0467 -  ;0;0;0;0;1.000,00;0;0;0;0;0;1.325,66;-1.000,00;1.325,66
51 - Secretaria de Estado de Polícia Militar      ;33904700 - Obrigações Tributárias e Contributivas;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;0467 -  ;0;0;0;0;29.528,24;0;0;68.630,23;0;2.197,53;105,95;-12.675,47;87.786,48
52 - Secretaria de Estado de Policia Civil        ;33903600 - Outros Serviços de Terceiros - Pessoa Física;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;0;0;1.000,00;0;0;0;0;0;0;0;1.000,00
52 - Secretaria de Estado de Policia Civil        ;44905200 - Equipamentos e Material Permanente;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;0;0;11.788,07;0;0;0;0;0;0;0;11.788,07
52 - Secretaria de Estado de Policia Civil        ;33903600 - Outros Serviços de Terceiros - Pessoa Física;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0478 - Prevenção à Violência e Combate à Criminalida;8250 -  ;0;0;0;0;5.990,00;0;0;0;0;0;0;0;5.990,00
25 - Secretaria de Estado de Administração Peniten;44905200 - Equipamentos e Material Permanente;100 - Ordinários Provenientes de Impostos;421 - Custódia e Reintegração Social;0477 - Gestão do Sistema Prisional e Ressocialização;8232 -  ;0;0;0;0;462.500,00;0;0;0;0;0;0;0;462.500,00
06 - Gabinete de Segurança Institucional do Estado;33901400 - Diárias - Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;0;0;0;5.529,40;1.787,00;4.220,60;7.108,80;6.523,50;0;3.782,78;28.952,08
21 - Secretaria de Estado de Planejamento e Gestão;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;0;0;0;7.998,92;1;2.832,30;0;0;390;0;11.222,22
21 - Secretaria de Estado de Planejamento e Gestão;33904000 - Serviços de Tecnologia da Informação e Comuni;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;0;0;0;9.500,00;0;0;0;0;11.880,00;0;21.380,00
06 - Gabinete de Segurança Institucional do Estado;31909400 - Indenizações e Restituições Trabalhistas;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;0;0;3.703,40;35.662,55;0;2.490,03;10.071,32;17.172,17;0;69.099,47
25 - Secretaria de Estado de Administração Peniten;31919600 - Ressarcimento de Despesas de Pessoal Requisit;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;0;0;36.671,71;0;0;0;136.153,96;28.235,09;0;201.060,76
51 - Secretaria de Estado de Polícia Militar      ;31909600 - Ressarcimento de Despesas de Pessoal Requisit;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;0;0;300.870,68;0;0;0;0;0;0;300.870,68
