Órgão;Elemento;Fonte de Recursos;Subfunção;Programa;Projeto / Atividade;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez;Valor Empenhado
06 - Gabinete de Segurança Institucional do Estado;31901300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;50.165,09
06 - Gabinete de Segurança Institucional do Estado;31901600 - Outras Despesas Variáveis - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;1.070.972,07
06 - Gabinete de Segurança Institucional do Estado;31909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;3.491,13
06 - Gabinete de Segurança Institucional do Estado;31911300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;4.681,64
08 - Vice-Governadoria do Estado;31909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;983,91;0;6.724,00;0;0;0;0;0;0;0;11.633,58
08 - Vice-Governadoria do Estado;31911300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;2.596,80;1.260,00;1.092,00;980;980;980;1.120,00;1.894,06;980;12.862,86
16 - Secretaria de Estado de Defesa Civil e Corpo ;31900300 - Pensões do RPPS e do Militar;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;0;0;0;166.259,80
16 - Secretaria de Estado de Defesa Civil e Corpo ;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;6.835,79;9.616,67;3.900,00;11.345,16;0;57.914,09
51 - Secretaria de Estado de Polícia Militar      ;31901600 - Outras Despesas Variáveis - Pessoal Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;407.099,36;0;656.762,46;749.247,76;866.571,37;749.726,07;19.929,49;796.924,18;5.025.236,83
51 - Secretaria de Estado de Polícia Militar      ;31909100 - Sentenças Judiciais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;956,8;478,4;478,4;478,4;478,4;23.308,80
52 - Secretaria de Estado de Policia Civil        ;31901300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 - Pessoal e Encargos Sociais;0;0;0;0;0;0;0;0;0;23.223,58;42.849,24;-20.550,26;77.635,54
06 - Gabinete de Segurança Institucional do Estado;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 - Pagamento de Despesas com Serviços de Utilida;0;0;0;0;0;0;0;0;0;0;0;0;5.603,00
06 - Gabinete de Segurança Institucional do Estado;33901500 - Diárias - Militar;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0059 - Desenvolvimento das Atividades de Segurança O;2281 - Atividade de Segurança da SSMGSI;0;0;0;0;0;0;0;0;0;0;0;0;17.274,00
06 - Gabinete de Segurança Institucional do Estado;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0059 - Desenvolvimento das Atividades de Segurança O;2281 - Atividade de Segurança da SSMGSI;0;0;0;0;0;0;0;0;0;0;0;0;10.000,00
25 - Secretaria de Estado de Administração Peniten;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;306 - Alimentação e Nutrição;0467 - Segurança Alimentar e Nutricional;8227 - Fornecimento de Alimentação aos Custodiados;0;0;0;0;0;0;0;0;0;0;0;0;10.775.206,04
06 - Gabinete de Segurança Institucional do Estado;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;781 - Transporte Aéreo;0470 - Fortalecimento da Gestão Pública;2039 - Operacionalização das Aeronaves da SSMGSI;0;0;0;0;0;0;0;0;0;0;0;0;6.962,70
06 - Gabinete de Segurança Institucional do Estado;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;781 - Transporte Aéreo;0470 - Fortalecimento da Gestão Pública;2039 - Operacionalização das Aeronaves da SSMGSI;0;0;0;0;0;0;0;0;0;0;0;0;443.473,25
26 - Secretaria de Estado de Segurança - Em Extinç;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;0467 -  ;0;3.054,55;0;0;0;0;0;0;0;0;0;0;3.054,55
21 - Secretaria de Estado da Casa Civil e Governan;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2010 -  ;0;10.000,00;5.260,00;0;0;2.298,00;0;0;0;400;0;-192,32;17.765,68
25 - Secretaria de Estado de Administração Peniten;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;51.894,00;40.248,00;18.380,00;800;735.000,00;38.700,00;0;4.028,22;331,77;10.146,75;-10.149,00;889.379,74
51 - SECRETARIA DE ESTADO DE POLÍCIA MILITAR;33900800 - Outros Benefícios Assistenciais do Servidor e;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;2.000.000,00;250.000,00;0;3.500.000,00;0;0;0;0;-1.386.496,58;0;0;4.363.503,42
51 - SECRETARIA DE ESTADO DE POLÍCIA MILITAR;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;168.346,92;0;242.288,40;24.224,73;17.580,00;34.650,00;0;0;0;0;0;487.090,05
51 - SECRETARIA DE ESTADO DE POLÍCIA MILITAR;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;872.205,00;3.627.162,52;5.773.409,53;6.514.558,56;3.431.466,98;3.035.566,09;532.789,98;240.000,00;4.932.968,64;-3.192.000,00;-4.321.926,21;21.446.201,09
52 - SECRETARIA DE ESTADO DE POLICIA CIVIL ;33901400 - Diárias - Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;5.587,00;12.671,00;0;19.997,50;25.545,40;17.265,70;77.603,40;20.172,80;21.237,64;75.527,60;0;275.608,04
52 - SECRETARIA DE ESTADO DE POLICIA CIVIL ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;186.773,22;82.167,60;97.205,87;442.246,11;143.066,21;223.473,70;2.719.474,29;400.319,08;427.380,55;469.100,97;-81.941,76;5.109.265,84
52 - SECRETARIA DE ESTADO DE POLICIA CIVIL ;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;14.491,00;4.776,00;21.313,54;75.262,16;19.676,00;1.439,00;-3.100,00;0;0;0;0;133.857,70
21 - Secretaria de Estado da Casa Civil e Governan;33900800 - Outros Benefícios Assistenciais do Servidor e;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;2.119,43;0;0;0;0;0;0;0;0;0;0;2.119,43
26 - Secretaria de Estado de Segurança - Em Extinç;31909600 - Ressarcimento de Despesas de Pessoal Requisit;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;200.000,00;0;62.958,48;69.907,27;131.142,00;85.000,00;0;0;0;0;-71.394,82;477.612,93
52 - SECRETARIA DE ESTADO DE POLICIA CIVIL ;33900800 - Outros Benefícios Assistenciais do Servidor e;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;145.372,24;61.238,52;103.303,69;32.743,93;21.761,74;199.860,95;56.715,78;0;68.773,00;82.402,30;24.987,05;797.159,20
52 - SECRETARIA DE ESTADO DE POLICIA CIVIL ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 -  ;0;368,46;115,93;1.488.370,43;51.098,04;299.864,57;6.815.549,54;313.044,17;1.879.921,82;-232.225,74;4.577.010,66;-112.194,23;15.080.923,65
21 - Secretaria de Estado da Casa Civil e Governan;33901500 - Diárias - Militar;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0059 - Desenvolvimento das Atividades de Segurança O;2281 -  ;0;5.153,00;1.258,00;1.296,00;11.109,00;10.830,20;12.997,00;27.369,00;6.079,00;63.184,00;30.078,00;76.990,60;246.343,80
21 - Secretaria de Estado da Casa Civil e Governan;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0059 - Desenvolvimento das Atividades de Segurança O;2281 -  ;0;20.000,00;0;20.000,00;0;20.000,00;20.000,00;20.000,00;8.000,00;20.000,00;40.000,00;-2.996,20;165.003,80
52 - SECRETARIA DE ESTADO DE POLICIA CIVIL ;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0070 - Gestão Operacional da Polícia;2055 -  ;0;803.700,00;250.000,00;0;0;1.000.000,00;1.000.000,00;0;3.625,84;1.823.512,53;314.945,10;0;5.195.783,47
52 - SECRETARIA DE ESTADO DE POLICIA CIVIL ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0070 - Gestão Operacional da Polícia;2055 -  ;0;319.017,85;0;319.017,85;0;349.006,38;0;16.842,70;329.309,51;319.017,85;655.426,79;-355.456,68;1.952.182,25
52 - SECRETARIA DE ESTADO DE POLICIA CIVIL ;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0070 - Gestão Operacional da Polícia;2055 -  ;0;1.252.407,79;0;5.145,83;66.730,88;0;0;0;0;0;0;0;1.324.284,50
51 - SECRETARIA DE ESTADO DE POLÍCIA MILITAR;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0070 - Gestão Operacional da Polícia;2061 -  ;0;220.491,68;500.000,00;0;258.354,40;0;0;0;35.000,00;703.771,00;193.500,00;-381.555,62;1.529.561,46
51 - SECRETARIA DE ESTADO DE POLÍCIA MILITAR;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0070 - Gestão Operacional da Polícia;2061 -  ;0;660.000,00;3.000.000,00;17.378,05;600.000,00;0;3.297.498,00;2.517.983,17;0;9.555,00;0;-3.983.508,21;6.118.906,01
26 - Secretaria de Estado de Segurança - Em Extinç;33903600 - Outros Serviços de Terceiros - Pessoa Física;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0075 - Educação em Segurança Cidadã: Educando Para P;1036 -  ;0;67.902,99;50.381,50;24.531,00;28.353,00;0;0;0;14.475,50;8.892,00;6.220,50;234.015,51;434.772,00
25 - Secretaria de Estado de Administração Peniten;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2010 -  ;0;0;851.788,00;398.212,00;556.284,20;0;954.541,20;0;0;1.045.448,20;-98.100,00;-929.430,08;2.778.743,52
08 - Vice-Governadoria do Estado;33913900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;670;0;0;0;0;0;0;0;0;0;670
25 - Secretaria de Estado de Administração Peniten;33904700 - Obrigações Tributárias e Contributivas;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;42.357,17;11.637,37;69.464,73;46.727,43;25.522,56;44.730,00;33.235,89;0;49.827,46;13.975,51;337.478,12
25 - Secretaria de Estado de Administração Peniten;33904800 - Outros Auxílios Financeiros a Pessoas Físicas;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;201.700,81;0;191.140,58;95.570,29;95.570,29;0;135.645,26;0;179.343,89;0;898.971,12
51 - SECRETARIA DE ESTADO DE POLÍCIA MILITAR;33903500 - Serviços de Consultoria;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;416.049,81;0;0;0;0;0;0;0;0;-298.544,50;117.505,31
52 - SECRETARIA DE ESTADO DE POLICIA CIVIL ;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;4.330,24;0;0;0;0;9.474,85;19.095,00;69.846,13;97.476,00;-626,51;199.595,71
08 - Vice-Governadoria do Estado;31900500 - Outros Benefícios Previdenciários do Servidor;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;2.857,14;2.500,00;2.500,00;2.833,33;0;0;0;0;0;0;10.690,47
25 - Secretaria de Estado de Administração Peniten;31909600 - Ressarcimento de Despesas de Pessoal Requisit;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;61.595,93;0;0;9.117,08;0;0;2.354,05;0;0;0;73.067,06
26 - Secretaria de Estado de Segurança - Em Extinç;31911300 - Obrigações Patronais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;170;25,58;0;0;0;0;0;0;0;-1,44;194,14
51 - SECRETARIA DE ESTADO DE POLÍCIA MILITAR;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;6.441,20;0;0;3.253,79;0;0;0;0;10.704,79;0;20.399,78
52 - SECRETARIA DE ESTADO DE POLICIA CIVIL ;33904600 - Auxílio Alimentação;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;2.036.054,77;0;4.196.107,59;2.025.527,84;2.020.234,72;-2.020.233,72;0;2.205.110,49;0;725.508,81;11.188.310,50
52 - SECRETARIA DE ESTADO DE POLICIA CIVIL ;33904900 - Auxílio Transporte;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;711.523,13;0;1.108.590,67;2.723.356,25;762.678,92;-762.678,92;0;781.886,35;0;0;5.325.356,40
52 - SECRETARIA DE ESTADO DE POLICIA CIVIL ;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;473;0;0;0;0;0;0;0;0;0;473
51 - SECRETARIA DE ESTADO DE POLÍCIA MILITAR;44905200 - Equipamentos e Material Permanente;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0070 - Gestão Operacional da Polícia;2061 -  ;0;0;247.900,00;0;0;0;0;0;0;0;0;-247.900,00;0
51 - SECRETARIA DE ESTADO DE POLÍCIA MILITAR;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0070 - Gestão Operacional da Polícia;2878 -  ;0;0;9.410.596,48;552.123,45;584.440,90;531.426,65;0;0;272.228,43;0;0;-7.475.123,73;3.875.692,18
52 - SECRETARIA DE ESTADO DE POLICIA CIVIL ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0070 - Gestão Operacional da Polícia;8250 -  ;0;0;74.669,66;0;0;127.916,60;63.958,30;63.958,30;63.958,30;0;880.374,32;-100.322,63;1.174.512,85
26 - Secretaria de Estado de Segurança - Em Extinç;33904700 - Obrigações Tributárias e Contributivas;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0075 - Educação em Segurança Cidadã: Educando Para P;1036 -  ;0;0;23.410,40;0;0;10.576,80;0;0;0;0;0;52.967,20;86.954,40
52 - SECRETARIA DE ESTADO DE POLICIA CIVIL ;33913900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0080 - Inovação Tecnológica para a Melhoria dos Proc;2046 -  ;0;0;795;0;0;265;0;0;0;0;0;-265;795
25 - Secretaria de Estado de Administração Peniten;33903600 - Outros Serviços de Terceiros - Pessoa Física;100 - Ordinários Provenientes de Impostos;302 - Assistência Hospitalar e Ambulatorial;0119 - Garantia dos Direitos dos Custodiados;8228 -  ;0;0;12.433,50;0;0;0;-12.433,50;0;0;0;0;0;0
25 - Secretaria de Estado de Administração Peniten;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;306 - Alimentação e Nutrição;0119 - Garantia dos Direitos dos Custodiados;8227 -  ;0;0;50.007.424,83;789.999,50;56.436.982,91;5.565.454,36;0;0;92.523.068,00;56.526.587,26;-33.042.838,05;-16.790.206,36;212.016.472,45
52 - SECRETARIA DE ESTADO DE POLICIA CIVIL ;33900800 - Outros Benefícios Assistenciais do Servidor e;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;0;100.139,00;30.292,00;0;22.657,00;16.856,00;0;98.469,00;0;-11.948,00;256.465,00
16 - Secretaria de Estado de Defesa Civil e Corpo ;33901900 - Auxílio-Fardamento;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;2.543,47;0;-2.543,47;0;0;0;0;0;0;0
16 - Secretaria de Estado de Defesa Civil e Corpo ;33904600 - Auxílio Alimentação;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;3.675,92;0;-3.675,92;0;0;0;0;0;0;0
51 - SECRETARIA DE ESTADO DE POLÍCIA MILITAR;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 -  ;0;0;0;2.473.986,93;6.913.717,27;1.181.540,81;971.952,27;4.159.930,15;2.203.071,29;1.519.466,73;468.202,36;-144.715,06;19.747.152,75
52 - SECRETARIA DE ESTADO DE POLICIA CIVIL ;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0070 - Gestão Operacional da Polícia;8250 -  ;0;0;0;65.554,16;130.310,39;0;0;0;0;0;0;0;195.864,55
52 - SECRETARIA DE ESTADO DE POLICIA CIVIL ;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0080 - Inovação Tecnológica para a Melhoria dos Proc;2046 -  ;0;0;0;11.448,00;0;1.012.353,20;346.308,84;-10.494,00;0;0;410.418,88;0;1.770.034,92
52 - SECRETARIA DE ESTADO DE POLICIA CIVIL ;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0080 - Inovação Tecnológica para a Melhoria dos Proc;2046 -  ;0;0;0;9.778,68;742.269,33;9.930,33;0;0;0;0;0;0;761.978,34
25 - Secretaria de Estado de Administração Peniten;33909100 - Sentenças Judiciais;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;0467 -  ;0;0;0;0;1.213,75;0;0;-1.213,75;0;0;0;0;0
25 - Secretaria de Estado de Administração Peniten;33903600 - Outros Serviços de Terceiros - Pessoa Física;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;0;0;113.678,13;145.272,07;0;249.650,37;0;0;0;70.116,69;578.717,26
51 - SECRETARIA DE ESTADO DE POLÍCIA MILITAR;44905200 - Equipamentos e Material Permanente;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;0;0;14.218,58;0;0;71.070,00;0;718.936,80;608.000,00;-275.196,00;1.137.029,38
21 - Secretaria de Estado da Casa Civil e Governan;31900500 - Outros Benefícios Previdenciários do Servidor;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;0;3.089,78;3.089,78;2.923,67;0;0;0;0;0;9.103,23
25 - Secretaria de Estado de Administração Peniten;31900100 - Aposentadorias e Reformas;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;0;7.243,44;0;0;0;0;0;0;0;7.243,44
25 - Secretaria de Estado de Administração Peniten;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 -  ;0;0;0;0;24.641,49;858,89;22.372.424,39;1.934.126,18;2.473.127,74;6.394.228,00;8.342.971,11;15.112.433,96;56.654.811,76
08 - Vice-Governadoria do Estado;33901400 - Diárias - Civil;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0077 - Elaboração e Disseminação de Informações Sobr;5356 -  ;0;0;0;0;1.145,00;0;0;0;0;0;84;0;1.229,00
52 - SECRETARIA DE ESTADO DE POLICIA CIVIL ;44905200 - Equipamentos e Material Permanente;100 - Ordinários Provenientes de Impostos;302 - Assistência Hospitalar e Ambulatorial;0082 - Fortalecimento da Valorização Profissional;2001 -  ;0;0;0;0;8.025,00;0;0;0;0;0;0;0;8.025,00
25 - Secretaria de Estado de Administração Peniten;44909300 - Indenizações e Restituições;100 - Ordinários Provenientes de Impostos;421 - Custódia e Reintegração Social;0120 - Gestão do Sistema Prisional;5393 -  ;0;0;0;0;4.769,56;0;0;0;0;0;0;0;4.769,56
25 - Secretaria de Estado de Administração Peniten;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;421 - Custódia e Reintegração Social;0120 - Gestão do Sistema Prisional;8232 -  ;0;0;0;0;5.043.800,00;0;0;0;0;2.288.903,87;0;-886.412,67;6.446.291,20
25 - Secretaria de Estado de Administração Peniten;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2010 -  ;0;0;0;0;0;3.194,60;0;0;0;0;0;0;3.194,60
21 - Secretaria de Estado da Casa Civil e Governan;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;0;0;0;500;-500;0;0;0;0;2.162,40;2.162,40
26 - Secretaria de Estado de Segurança - Em Extinç;33901400 - Diárias - Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;0;0;0;224;0;0;0;0;0;0;224
52 - SECRETARIA DE ESTADO DE POLICIA CIVIL ;33903600 - Outros Serviços de Terceiros - Pessoa Física;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;0;0;0;8.800,00;0;16.925,15;0;4.001,54;16.600,00;0;46.326,69
16 - Secretaria de Estado de Defesa Civil e Corpo ;33919200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;0;0;30.895,18;0;0;0;0;0;0;30.895,18
25 - Secretaria de Estado de Administração Peniten;31919600 - Ressarcimento de Despesas de Pessoal Requisit;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;0;0;50.146,70;0;0;79.620,07;52.725,17;0;0;182.491,94
08 - Vice-Governadoria do Estado;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 -  ;0;0;0;0;0;2.660,35;0;1.216,14;506,6;0;615,33;1.915,26;6.913,68
52 - SECRETARIA DE ESTADO DE POLICIA CIVIL ;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;181 - Policiamento;0070 - Gestão Operacional da Polícia;8250 -  ;0;0;0;0;0;6.150,00;10.910,00;0;0;14.900,00;0;-18.518,00;13.442,00
25 - Secretaria de Estado de Administração Peniten;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;421 - Custódia e Reintegração Social;0120 - Gestão do Sistema Prisional;8232 -  ;0;0;0;0;0;1.027.500,00;416.595,20;849.550,00;0;0;1.797.080,00;-1.450.248,00;2.640.477,20
21 - Secretaria de Estado da Casa Civil e Governan;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;0467 -  ;0;0;0;0;0;0;1.088,26;0;0;0;800;-69,2;1.819,06
08 - Vice-Governadoria do Estado;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;0;0;0;0;3.540,00;0;933,11;6.919,16;0;0;11.392,27
51 - SECRETARIA DE ESTADO DE POLÍCIA MILITAR;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;0;0;0;0;23.550,00;0;0;0;0;0;23.550,00
08 - Vice-Governadoria do Estado;31909600 - Ressarcimento de Despesas de Pessoal Requisit;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2660 -  ;0;0;0;0;0;0;70.566,01;20.651,84;27.015,04;20.986,16;20.986,16;59.407,43;219.612,64
52 - SECRETARIA DE ESTADO DE POLICIA CIVIL ;33909200 - Despesas de Exercícios Anteriores;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;8021 -  ;0;0;0;0;0;0;823.738,40;-823.738,40;0;0;0;0;0
25 - Secretaria de Estado de Administração Peniten;33903000 - Material de Consumo;100 - Ordinários Provenientes de Impostos;302 - Assistência Hospitalar e Ambulatorial;0119 - Garantia dos Direitos dos Custodiados;8228 -  ;0;0;0;0;0;0;17.326,80;0;0;0;0;0;17.326,80
25 - Secretaria de Estado de Administração Peniten;33903900 - Outros Serviços de Terceiros - Pessoa Jurídic;100 - Ordinários Provenientes de Impostos;302 - Assistência Hospitalar e Ambulatorial;0119 - Garantia dos Direitos dos Custodiados;8228 -  ;0;0;0;0;0;0;12.433,50;101.676,18;4.497,61;0;0;-1.499,21;117.108,08
08 - Vice-Governadoria do Estado;33901400 - Diárias - Civil;100 - Ordinários Provenientes de Impostos;122 - Administração Geral;0002 - Gestão Administrativa;2016 -  ;0;0;0;0;0;0;0;1.032,60;1.408,60;126;421,2;0;2.988,40
